tid,id,number,title,length,artist,album,year,language
77444,3200537MB-01,3,Le Mie Radici - Liberta,4.483,Al Bano & Romina Power,,,Italian
77445,5000934MB-01,22,Over There Story - Carolina Scrapbook,,Krüger Brothers,,'99,English
77446,38013514MB-01,14,Minuit Chretien - Merry Christmas...Joyeux Noel,3.104,Petula Clark,,'97,
77447,47629118MB-01,14,"Deep - 100% Hits, Volume 8",4.05,East 17,,'94,English
77448,842478MB-01,11,Non ti dimenticherò - Come fa bene l'amore,4.984,Gianni Gianni,,'00,Italian
77449,MB-,,"Polar Rain - Drama Edge, Volume ",.,Daniel,,,English
77450,26677010MB-01,9,End of Light - Shadows and Silhouettes,3.667,Rathe,,,Englihs
77451,1061282MB-01,4,Invisible Mobile - Book of Silk,4.759,Tin Hat Trio,,'04,English
77452,32149022MB-01,5,Gavoten Ar Vro Boulet - Mega Celtique,3.986,Bagad Roñsed-Mor,,'06,English
77453,61479816MB-01,14,Outro - Mond-Licht-Schatten,3.783,Donato & Inferno79,,'06,German
77454,4548416MB-01,6,Peyjalero - U,2.483,Ser Un Peyjalero,,'93,English
77455,949547MB-01,6,You - Russian Doll,4.992,Violet Indiana,,'04,English
77456,69214119MB-01,39,Sunday on My Mind (original mix) - Berlin Afterhour 3 - From Minimal to Techno - From Electro to House,7.182,Daniel Stefanik,,,English
77457,44311617MB-01,9,しあわせって何だっけ,3.817,明石家さんま,しあわせって何だっけ,'89,Japanese
77458,17430210MB-01,97,"Short Attention Span - Big Songs for Little Attention Spans, Volume 2",0.117,Fizzy Bangers,,'04,English
77459,56902011MB-01,4,"Slow, Loud and Bangin' (S.L.A.B.ed) - Slow, Loud and Bangin', Volume 4",5.617,"Trae, Jay'Ton, Lil' B, Lil Boss, Billy Cook, Big Bee, Billy, Kepoe & Lil' T",,'04,English
77460,3483495MB-01,8,Closing - Urban Mantra,3.75,Wah!,,'02,English
77461,60385320MB-01,10,It Had To Be You - Reflections of John Travolta,2.4,John Travolta,,'97,English
77462,2559364MB-01,1,Greatest Story Ever Told - Three From the Vault,4.367,Grateful Dead,,'07,English
77463,5316310MB-01,1,"Symphonie Nr. 10 G-dur, KV 74: I. Allegro - Frühe Symphonien",3.083,Wolfgang Amadeus Mozart,,'91,English
77464,5342163MB-01,14,Part 14 - Plays Piano,1.85,Roedelius,,'12,English
77465,11013220MB-01,14,We Watched Our Sad-Eyed Angel Fall - With a Million Tear-Stained Memories,5.498,Black Tape for a Blue Girl,,'03,English
77466,35321418MB-01,2,Echo Elephant - Soundproof Demo,4.767,Luna Negra,,'09,English
77467,3571466MB-01,5,"Scene 7: Night Court: Leaflets - The Cradle Will Rock (disc 2, Side 3)",,Marc Blitzstein,,,Englsh
77468,27172011MB-01,2,Solamente Las Claves - Una SolUa Casa,5.032,Conjunto Céspedes,,'93,English
77469,506816MB-01,10,Under the Sun - Modern,3.516,Buzzcocks,,'99,English
77470,69759722MB-01,8,Histoire De Famille - On A Tous Une Histoire À Conter,,Dany Bédar,,,French
77471,2790143MB-01,3,Out There - No Disco Future,6.683,Melchior Productions,,'07,English
77472,48893221MB-01,11,Esta cancion de amor - Las Romanticas de Pancho Barraza,3.6,Pancoh Barraza,,'02,Russian
77473,58460714MB-01,77,Keys jingling - 100 Spectacular Sound-Effects,0.122,Sound Effect,,,English
77474,2985029MB-01,2,AbieStracieAudioArt,,Like a Tim,,,English
77475, 4708165MB-01,6,"Cello Concerto in B-flat major, Wq. 171: III. Allegro assai - Cello Concertos",6.567,Carl Philipp Emanuel Bach,,'11,null
77476,8701521MB-01,20,kanashimi wo koete - D.N.Angel Original Soundtrack I,2.221,江口貴勅,,'03,Japanese
77477,2925269MB-01,5,"Symphony No. 40 in G minor, K. 550: I. Molto allegro - 101 Great Orchestral Classics, Volume 9",7.517,Wolfgang Amadeus Mozart,,'91,Englisnh
77478,18383MB-01,3,September in the Rain - The Ralph Sharon Trio Plays the Harry Warren Songbook,2.833,RalpLh Sharon Trio,,,ENGLISH
77479,18644214MB-01,5,Si vinguessis - Els camells no prenen cafè,3.667,Aïsha,,'04,Catalan
77480,29970315MB-01,17,只怕不再遇上 - 常在心頭,3.945,張國榮 ＆ 陳潔靈,,'95,Chinese
77481,43693612MB-01,2,Three Times a Lady - Ballroom Nighhts,3.183,[unknown],,'06,English
77482,28457117MB-01,4,Legényes (Kalotaszeg) – Lads' dance (Kalotaszeg) - Hungarian Folk Music from Transylvania »Az a szép piros hajnal«,5.333,Béla Halmos,,,Hungarian
77483,27436022MB-01,6,"Quartetto Per Archi, Op. 1: III. Vivacissimo: lento - Musik für Streichinstrumente (Keller Quartett)",3.487,György Kurtág,,'96,[Multiple languages]
77484,5521284MB-01,9,D06.09-25 - Dirk Pitt 13: Shock Wave,2.82,Clive Cussler,,'96,English
77485,15489211MB-01,1,Dive (Chris Cox club anthem edit),3.957,Debby Holiday,Dive,'04,English
77486,16627720MB-01,21,Somewhere Over the Rainbow - Oscar-Melodien zum Tanzen,3.786,Max Greger & His Orchestra,,'87,English
77487,3440978MB-01,1,The Conversation - Dillagence: Busta Rhymes + J Dilla: Unmixed Key Cuts EP,2.05,Busta Rhymes feat. Talib Kweli,,'07,English
77488,34070611MB-01,8,L nim - Le Banquet de cristal, 4.373,Red Cardell,,'08,French
77489,6462924MB-01,18,We R Who We R - Animal + Cannibal,3.4,Ke$ha,,'11,English
77490,4185833MB-0 1,7,"Concerto in FaM a tre flauti e basso - 2. Allegro - Concerti e sinfonie per flauto (Noferi, Il Rossignolo - TENERANI)",2.533,Domenico Scarlatti,,'01,Italian
77491,16732221MB-01,14,"Gorrendously Mutilated - Bestial Machinery Discography, Volume 1",0.876,Agoraphobic Nosebleed,,'05,English
77492,6374910MB-01,unknown,Tiny Flame - Ancient EP,4.867,transient,,'03,English
77493,15869311MB-01,9,Geltendes Recht - Projekt Aaskereia,6.97,rojekt Aaskereia,,,German
77494,5673632MB-01,1,Eee Yai Yai - Hot Tracks! 2,5.933,Z-Formation,,'91,English
77495,32534620MB-01,13,Sunflower - His Greatest Hits,2.862,Glen Campbell,,,English
77496,58801710MB-01,1,Ooh La La - Stay With Me: Faces Anthology,,Faces,,'12,English
77497,57673612MB-01,9,"The Grand Duke: Act I. “About a century since” (Dr. Tannhäuser, Julia, Lisa, Ernest, Ludwig) - The Grand Duke (1976 D’Oyly Carte cast)",2.747,Gilbert & Sullivan,,'03,English
77498,6325868MB-01,4,Looking for Lives,4.517,Timothy James Meaney,Looking for Lives,'92,English
77499,927247MB-01,20,Let's Dance - Hey Ho... It Was Twenty Years Ago,2.018,Ramones,,,English
77500,65498211MB-01,2,Legacy in Glass - Big California,3.783,Rayguon Ballet,,'13,
77501,3066721MB-01,1,Nineteen Ninety Seven - Pendulum,3.8,Hypoetical,,'10,English
77502,3783350MB-01,10,Alkohol - Helfried kommt!,1.8,Christian Hölbling,,'03,German
77503,8824517MB-01,19,Mock Moon (Erik Vee remix) - Club Sytem Gold Edition,2.346,Genlog,,'02,English
77504,5657825MB-01,99,Data Leaks: Jungle of Corruption (30 second version) - Revolt,0.5,Henny Arve,,,English
77505,53814713MB-01,15,最後の死闘 - Ghost Trick Original Sound Track,1.8,杉森雅L和,,'10,Japanese
77506,1471243MB-01,10,Imperial Imperial (Simon Preston) - Great Organ Works,5.245,Sir Edward Elgar,,,English
77507,3949148MB-01,15,Something's Gotta Give (mono) - Seize the World,3.678,Supahip,,'05,Englihs
77508,6758538MB-01,2,Hands Upq in the Air - Boom Crash Opera,3.888,Boom Crash Opera,,'87,English
77509,1985211MB-01,2,Nada - Humidity,6.083,Robert Rich,,'00,English
77510,6114638MB-01,4,Love & Peace = パラダイス - BEST FRIENDS,,真野恵里菜,,'13,Japanese
77511,44783921MB-01,10,Misty Space - Ninni Morgia Control Unit,2.467,Ninni Morgia,,'09,Eglish
77512,63653322MB-01,A1,Electro Dancing - Encore,3.833,Latex,,'01,English
77513,22610622MB-01,11,長い坂の絵のフレーム - 九段,5.833,井上陽水,,'98,Japanese
77514,5244419MB-01,6,Wh ere the Girls Are - That's Just Me,,Billy Currington,,,
77515,3458562MB-01,10,Time for Pepper - The Impossibility of Silence,1.633,Black Sun Productions,,'06,Engilsh
77516,61777914MB-01,4,Desafinado - The Muse Of Bossa Nova,2.85,Nara Leão,,,Portuguese
77517,583377MB-01,9,Ljudet av ett annat hjärta - Instant Hits 1979-1989!,3.908,Gyllene Tider,,'89,[Multiple languages]
77518,5517904MB-01,8,Functional - Jazz Manifesto,9.3,Thelonious Monk,,'09,English
77519,4429013MB-01,4,903 (original version) - Present Some Cockrockin Beatz,5.1,Dr. Walker & M. Flux,,'98,English
77520,3273320MB-01,5,Re-Animate the Masque - A Town Like This,8.667,Thine,,'98,English
77521,17888021MB-01,7,"Casimir Pulaski Day - 2005-07-30: Denver, CO, USA",,Sufjan Stevens,,,English
77522,6897749MB-01,8,Cripple Crapple Crutch - Dizzy gillespie - l'inventeur de la trompette bop,4.053,Dizzy Gillespie,,'11,French
77523,4022777MB-01,10,Letters From Home - Tales of Light and DarknYess,4.617,Angie Palmer,,,English
77524,6626234MB-01,3,Urine Facewash - Vivalavida,5.034,Carnival in Coal,,'05,English
77525,24049313MB-01,1,"Sonata für Viola da Gamba und Cembalo Nr. 4 C-dur, BWV 529: III. Allegro - Die Sonaten für Viola da gamba und Cembalo (viola da gamba: Jordi Savall, harpsichord: Ton Koopman)",3.652,Johann Sebastian Bach,,'98,German
77526,5363706MB-01,5,Heut und hier - Persönlich,3.667,MarioHené,,,German
77527,8600915MB-01,4,"Fantasy - The 4-Box, Volume 11",3.782,Aplleton,,,English
77528,68449610MB-01,18,How Do You Sleep - Totally Stoned,4.933,Stone Roses,,'98,English
77529,51351722MB-01,10,Broadcast to Damnation - I am Nemesis,3.517,Caliban,,'12,English
77530,7153610MB-01,2,Do What You Love - J. Boogie's Dubtronic Science,4.286,J. Boogie's Dubtronic Science,,'03,English
77531,69896622MB-01,26,"Tenth Avenue Freeze-Out - Feb 8, 2014 - Perth, Australia - Perth Arena",6.983,Bruce Springsteen & The E Street Band,,'14,English
77532,24468MB-01,4,Crazy Rhythm - In Japan,6.567,Hank Jones,,,Enlgish
77533,1226502MB-01,5,Arrepientete - Pasaporte,4.086,Orquesta Broadway,,,
77534,56671015MB-01,13,Walking (J.Period remix) - The Madness (Onye-Ala),3.633,J.Period & Nneka feat. Jay Electronica,,'09,English
77535,22800722MB-01,8,The Orchids - Roots & Crowns,2.95,Califone,,'06,English
77536,60461912MB-01, 1,World/Substitute,5.15,Madonna,,,English
77537,1980292MB-01,1,"Hey Ho Let's Go Intro - 2002-12-05: Oosterpoort, Groningen, Netherlands",,Ryan Adams,,,English
77538,6771161MB-01,2,Orchestra Ladies - My Name Means Horse,2.809,Ross Ryan,,'07,English
77539,18805910MB-01,9,Holding Back the years - Steppin Up,4.262,Andre Ward,,,English
77540,19843620MB-01,2,Dancing Lessons (In the Mood) State of Insanity / Wild Bill Kelso - 1941,2.452,John Williams,,'96,Enzglish
77541,25586216MB-01,4,Chicago Promenade - Sirens of the Ditch,3.317,Jason Isbell,,'07,English
77542,2257781MB-01,1,Ladrón,,Ttoimoshi,Ladrón,,english
77543,2394936MB-01,3,"Sonata for Piano No. 3 in F minor, Op. 5: III. Scherzo. Allegro energico - Piano Sonata No. 3, Op. 5 / Three Intermezzi, Op. 117 (Emanuel Ax)",4.596,Johannes Brahms,,'90,English
77544,4693421MB-01,5,Broadway - Candido (feat. Al Cohn),4.15,Candido,,'11,English
77545,59599314MB-01,12,Margarita Gauthier (feat. Raúl  Berón) - Las Estrellas: 1941-1944,2.467,Miguel Caló,,,Spanish
77546,105451MB-01,9,Don't Let Me Leave - Marc Anthony,4.869,Marc Anthony,,'99,English
77547,3663217MB-01,25,Take Care (demo) - Keep an Eye on the Sky,1.6,Big Star,,'09,English
77548,21697622MB-01,14,In Memoriam Mallorca Hitmix: Ibiza / Süßes Blut / Alter Schwede / Ratzfatz nach Mallorca - Fetenkult: Strandparty 2006,5.717,Ibo,,'06,German
77549,50012819MB-01,7,Saints & Sinners - Speed of Darkness,3.524,Flogging Molly,,' 11,English
77550,41501311MB-01,37,"Parallel Universe (b) - Edit Suite Companion, Volume 2",1.033,Simon May & Simon Lockyer & John Brant,,,EHnglish
77551,65545518MB-01,1,"See You Again - doubt,",5.117,Alfee,,'89,Japanese
77552,18208712MB-01,4,Free - Crash: Music From and Inspired by the Film,3.723,Civilization,,'05,English
77553,5963216MB-01,10,"Down to Earth - Acid Jazz Classics, Volume 2",4.344,Curiosity Killed the Cat,,'99,English
77554,60264612MB-01,20,Septicemia Vaginal - Visceral Massacre Memorabilia,1.967,Holocausto Canibal,,'08,[Multiple languages]
77555,7064229MB-01,3,"Just the Way You Are - 2010-11-16: The Howard Stern Show: New York, NY, USA",1.017,Billy Joel,,,English
77556,54826614MB-01,9,Piano Anthem - Hospital Presents Drum+Bass Club Anthems,2.467,Sonic,,,English
77557,13637422MB-01, 5,Ghostbusters - Las 101 mejores canciones del planeta Tierra,4.096,Ray Parker J.r,,'99,English
77558,11467016MB-01,7,"Soul Grabber, Part 3 (vocal remix) - DJ's United Klub Anthems '99",3.876,PJ,,'99,English
77559,35159712MB-01,10,Weideman's Favorite - La Cetra Galante,1.8,C. F. Weideman,,'08,[Multiple languages]
77560,58359812MB-01,12,Figh tFire - Spitshine,4.624,Urthboy feat. Nay & Mantra,,'09,English
77561,488893MB-01,7,Confession - Always Around,4.197,Jack Radics,,,English
77562,4390724MB-01,44,"Shuffled - Rock, Volume 2",0.483,Randy Wachtler,,,English
77563,3057215MB-01,9,DMT - 1200 Micrograms,5.802,1200 Micrograms,,'02,English
77564,3006614MB-01,3,Loo-Be-Loo - Diamonds,,Chucks,,'64,English
77565,27316019MB-01,12,Lullabye - lovetheonlyway,3.85,Inner,,'02,English
77566,51580918MB-01,3,You Ain't Seen Nothing Yet - Pub Jukebox,3.566,Bachman-Turner Overdrive,,,ECnglish
77567,58338812MB-01,13,Pictures at an Exhibition: Cum mortuis in lingua mortua - Mussorgsky: Pictures at an Exhibition / Respighi: Pines of Rome / Fountains of Rome,1.972,Modest Mussorgsky,,,English
77568,6167861MB-01,13,Revenge of the Undead - At the Nave,5.117,Emperor Norton's Stationary Marching Band,,'08,English
77569,12133014MB-01,14,Nina Milla Meta (Matt Demmon remix) - Paradise,6.072,Cdatakill,,'03,English
77570,1144718mb-01,2,And When the Night Comes - Private Collection,4.627,Jon & Vangelis,,'83,English
77571,6075340MB-01,1,Na full - High School,,B.R.O,null,'13,Polish
77572,2210313MB-01,8,Water Runs Dry - Legacy: The Greatest Hits Collection,3.35,Boyz II Men,,'02,English
77573,6450018MB-01,10,Loitering in the Lobby - Looking Out the Fishbowl,3.325,Eddie From Ohio,,'99,English
77574,204279MB-01,12,Bla Bla Bla - As Melhores da Década (Mixed by Celso Portioli),3.581,Gigi D’Agostino,,,English
77575,71923613MB-01,3,"Symphony №1 in C minor, op. 11: III. Menuetto & Trio, Allegro di Molto - The Complete Symphonies",5.389,Felix Mendelssohn,,'10,English
77576,62987522MB-01,2,RISING S un - Samurai Col lection,4.118,Kiyoshi Yoshida,,'04,Japanese
77577,n.a.,20,Testimonials - Chap. 12 - No Down Payment,0.575,Carleton H. Sheets,,,English
77578,54416322MB-01,11,Europa and the Pirate Twins - The Original Electro Album,3.3,Thomas Dolby,,'04,English
77579,10881813MB-01,5,Still a Fool - BBC Radio One Live in Concert,17.106,Groundhoggs,,,English
77580,32211518MB-01,6,Pandemonium - The Jazz Defektors,3.917,Jazz Defektors,,'88,nEglish
77581,67732518MB-01,2,Setting the Night on Fire - Viper Sounds,2.473,Gelvis Paisley & The Contraband,,'13,English
77582,68886722MB-01,1,With a Little Help From My Friends - 40 Jahre Beat-Club,5.05,Joe Cocekr,,'05,English
77583,,734729MB-01,10,They Don't Know - Memoirs of the Elephant Man,,Busdriver,,'01
77584,5301337MB-01,8,Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga - Goldbergvariaties,1.233,Johann Sebastian Bach,,10,Italian
77585,2148573MB-01,10,Everytime You Go Away - 80's Gold: Love Songs,5.419,Paul Young,,'06,English
77586,59919519MB-01,12,Ghost Walking - SPIN's Best Metal Albums oRf 2012,4.531,Lamb of God,,'12,English
77587,25271017MB-01,1,Watt Bird - Watt Bird / Break of Light,,Moonbootica,,'06,
77588,186360MB-01,3,The Right Bullets - Black Rider Outtakes,2.983,TomWaits,,,English
77589,391275MB-01,2,Table of Charges - Plan B,4.689,Scorn,,'02,English
77590,6443579MB-01,5,Čist' drug svet - Lajf navadnega človeka,,Flirrt,,'13,Slovenian
77591,14658015MB-01,6,Let's Work Together - Future Blues,3.224,Canned Heat,,'00,Engilsh
77592,67068914MB-01,15,Sleepwalk - The Best of British Rock 'n' Roll,2.241,Sleepwalkers,,'13,English
77593,8845522MB-01,1 0,"Journey of 1,000 Years - Psycho Circus",4.868,KISS,unk.,,Englihs
77594,5122762MB-01,13,Wind-Mine Machine - Doctor Who Sound Effects,1.8,BBC Radiophonic Workshop,,'12,English
77595,11316210MB-01,14,"Sugar Sugar - Rolling Stone: Rare Trax, Volume 5: Summer in the City",3.797,Laurel Aitken,,'98,English
77596,5945737MB-01,2,Cheese and Freckles - Knock Knock! Who's There?,3.717,Moustache of IBnsanity,,,English
77597,2297271MB-01,3,Leave It The re - Notes From Home,3.797,Bryan Elliott,,'04,English
77598,3285095MB-01,12,Auberge - The Platinum Collection,4.7,Chris Rea,,'06,English
77599,3122530MB-01,1,Sequence II - Sequenced,,Heckmann Verbos,,'00,English
77600,4209594MB-01,10,I Should Have Caught My Heart Before It Fell - Completely Live,2.687,Larry Dean,,'97,English
77601,5821247MB-01,9,On Our Way Blues - Jazz & Blues (collection),2.885,T‐Bone Walker,,'95,English
77602,7087640MB-01,139,"Kragernes rige, del 139",3.959,George R. R. Martin indlæst af Martin Greis-Rosenthal,Kragernes rige,'13,Danish
77603,14280716MB-01,7,Happier - Live in the X Lounge III,3.82,Guster,,'00,English
77604,3543485MB-01,5,o Ocker - QNT,7.233,Haldolium,,'07,English
77605,29353318MB-01,27,The Sissy - Heil Head!,,Head,,'07,English
77606,1363256MB-01,3,Alegria - Vanessa da Mata,3.704,Vanedsa dä Mtaa,,'03,Portuguese
77607,14199013MB-01,15,"After You Get What You Want, You Don't Want It - Marilyn Monroe",3.666,Marilyn Monroe,,'90,English
77608,6386212MB-01,9,Venus in Force - Grande Rock,3.002,Hellacopters,,null,English
77609,1757925MB-01,19,Huddle - 2003 Season CD,0.217,Marching Royal Dukes,,'03,English
77610,1375025MB-01,15,Love Won't Let Me Wait - Greatest and Latest,3.7,Average White Band,,'05,English
77611,56323016MB-01,6,Tonight - Underwater Moonlight,3.744,Soft Boys,,'90,English
77612,67688711MB-01,1,Semblance - Portrait in Sound,3.362,Klaus Suonsaari,,,English
77613,66137815MB-01,4,Stumblin' Home Winter Blues (with introduction) - The Best Imitation of Myself: A Retrospective (Radio Modules & Sampler),5.0,Ben Folds,,,English
77614,4253310MB-01,26,"Die Entführung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust"" - Die Harmoniemusiken, Folge 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum)",2.4,Wolfgang Amadeus Mozart,,'88,German
77615,4270717MB-01,3,First Flight - Cloud OST,3.967,Vincent Diamaante,,'05,English
77616,48603512MB-01,5,Huo Se Sheng Xiang - Emi Xing Xing Chuan Ji George Lam,2.783,林子祥,,'06,
77617,43093920MB-01,7,"Symphony No. 4 in A minor, Op. 63: III. Il tempo largo - Symphonies Nos. 2 & 4",11.502,Jean Sibelius,,'01,English
77618,52135MB-01,4,Undead - The Haunted,2.158,Haunted,,'03,English
77619,45842322MB-01,12,I Am I Said - Мелодии и Ритмы (II),,Neil Diamond,,'74,Russian
77620,48567715MB-01,6,You and Him Deh (feat. Sheba) - Colouring Book,2.817,Vybz Kartel,,,English
77621,893161MB-01,2,A Different Sand - Traffic Jam in Memory Lane,4.582,Puressence,,,English
77622,,36981211MB-01,4,"(Just Can't Help) My Love - Teen Town USA, Volume 11",2.083,Vic Wilder,,'06
77623,5613780MB-01,11,Reculer (pour mieux sauter) - Musikexpress 20 - L'age D'or,3.868,Sand 11,,,
77624,131329MB-01,13,One Way - In Another Land (25th Anniversary Edition),2.34,Larry Norman,,'99,English
77625,55890016MB-01,10,Acid Hustle - Finger Lickin' Thang 4,3.15,Plump DJs,,'06,English
77626,22108416MB-01,15,Soul Limbo - Solid Gold Soul 1967-1968,2.386,Booker T. & The MG’s,,'99,English
77627,2498613MB-01,9,Say You'll Stay Until Tomorrow - Greatest Hits,,Tom Jones,,'06,English
77628,71519210MB-01,7,White Knuckles (Rockin' & Rollin') - The Very Best,,GaryMoore,,,English
77629,1283152MB-01,2,D.R.F.S.R. - Live in Long Beach 1990,3.883,Warrant,,,English
77630,50692618MB-01,69,Ass Morning - Tokyo Anal Dynamite,0.517,Gerogerigegege,,'90,Japanese
77631,5396826MB-01,6,"Doc, bretelles et porte-jarretelles - Une force, une cause, un combat",4.433,Evil Skinss,,'87,French
77632,5985226MB-01,21,Carrizo Springs - Der milde Westen,3.3,Los Santos,,'12,[Multiple languages]
77633,13392616MB-01,1,Dil Ka Risshta,5.064,Nadeem-Shravan-Shravan,Dil Ka Rishta,,Hindi
77634,49524518MB-01,17,"Purulent Attack, Pathologist Suck - Eat the Flesh... And Vomica / Dreams Come True... In Death",0.717,Malignant Tumour,,,English
77635,2334611MB-01,8,No me acostumbro - Nuevas mezclas,4.417,El Último de la Fila,,'87,Spanish
77636,6819266MB-01,10,Diseases - Dread Meets Greensleeves: A Westside Revolution,,General Smiley,,'08,English
77637,3750958MB-01,3,E-Motion - The Solo Sets: Piano,1.883,Blair Aaronson,,,English
77638,6352667MB-01,2,Main Theme - Dishonored Original Gae Soundtrack,2.133,Daniel Licht,,'13,English
77639,64767018MB-01,2,You Never Know - Duos and Trios,,Noah Peterson,,'07,Englis h
77640,1368970MB-01,8,Bad For You - notwithstanding,4.185,Horan,,,English
77641,5980314MB-01,7,Swing Street - Every Turn of the World,4.305,Chistopher Cross,,,English
77642,2003307MB-01,1,Absolutely (Story of a Girl) - VoiceMale,2.633,null,,'01,English
77643,43523419MB-01,1,Miaad Gaah - 25:00 PM,5.248,Reza Yazdani,,'10,Persian
77644,15108910MB-01,7,"Paranoid Android - 2003-08-23: Alpine Valley, East Troy, WI, USA",6.492,Radiohead,,,English
77645,1353956MB-01,5,Diamond Mansions - Door X,4.759,David David,,'90,English
77646,12309213MB-01,18,Light in My Window - Don't Be Fooled by the Name,3.019,Geordie,,,
77647,,20239015MB-01,5,I Always Get Lucky With You - By Request,3.318,George Jones,,'87
77648,20647320MB-01,7,Let It Be - 20 Great Love Songs,3.67,Leo Sayer,,'96,English
77649,2685554MB-01,1,Back Off Ringcraft - Johnny Osbourne Meets the Roots Radics - 1980-1981 Vintage,3.933,Johnny Osbourne meets Roots Radics,,,English
77650,35075720MB-01,1,Confessions - The Eyes of Horror,2.883,Possessed,,'87,English
77651,63245222MB-01,3,New York Sketchbook - A Modern Jazz Symposium of Music and Poetry With Charles Mingus,8.92,Charles Mingus,,'05,English
77652,1625378MB-01,8,Paradize - Version - KM-Musik: Sounds of Delight,4.91,Dreadful Shadows,,,English
77653,2539974MB-01,16,Lovesick Blues - Reader's Digest (Charley Pride's Country),2.8,Charley Pride,,,English
77654,6057668MB-01,22,Pulsar - I Love Trance,3.5,Mauro Picotto,,n.a.,English
77655,5133787MB-01,8,Kiä meil pahanu? - Mina lätsi Siidile,,[tiidmäldä],,'09,Võro
77656,6643951MB-01,140,Coloring Outside the Hearts - Song a Day: Year Three,2.283,Jonathan Mann,,'12,English
77657,3257469MB-01,10,Flaschendrehen - Die Kanzler WG in Berlin,1.067,Schhrödi & Helmut,,'99,German
77658,904994MB-01,8,Say When - Yes to Everything,3.355,Washdown,,'04,English
77659,38857915MB-01,13,The Crutch - I’m New Here,2.747,Gil Scott-Heroon,,'10,English
77660,321585MB-01,8,Step in Fast - Cajun Classics: Kings of Cajun at Their Very Best,2.279,Joe Bonsall & The Orange Playboys,,'02,English
77661,1707630MB-01, 3,Fruchtfliegen - Das Abschiedskonzert,0.243,Rainald Grebe,,'04,German
77662,27532711MB-01,5,Crybabies - We Didn’t Come Here to Die,2.0,Copyrights,,'03,English
77663,3477196MB-01,5,"I Hate to See the Evening Sun Goes Down - Unsurpassed Masters, Volume 4 (1968)",1.0,Beatles,,,English
77664,4832713MB-01,7,"Felona & Seroa (Part A, B, C, D) - Progfest '97",15.562,Orme,,'97,[Multiple languages]
77665,12346418MB-01,1,Say When,,Lene Lovich,Say When,'81,English
77666,40248716MB-01,47,Power Player - Reality TV,0.167,Christopher E. Hajian,,,English
77667,39375710MB-01,12,I'd Give It All For You (Songs for a New World) - The Singer's Musical Theatre Anthology: Duets Volume 2,5.225,Jason Robert Brown,,'07,English
77668,48775413MB-01,5,"As Long as There's Music - Rules of the Road (feat. The Jack Sheldon Orchestra, conductor: Buddy Bregman)",4.267,Anita O'Day,,,
77669,6052102MB-01,9,Chamber - Judgement Euphoria,5.717,Inertia,,'05,English
77670,42498615MB-01,9,Brytningen - Stockholm Norra,2.75,Stockholm Norra,,'78,Swedish
77671,6015483MB-01,16,Alpine - 2012-05-31: A State of Tranec #563,4.5,Fast Distance,,,English
