tid,id,number,title,length,artist,album,year,language
38817,MBox13630813-HH,9,Dosh - Pink Floyd Cowboy Song,247,,The Lost Take,06,English
38818,MBox21095923-HH,11,Roger Whittaker - Bring' mir noch einmal die Jahre zurueck,225,,Deutsche Hits 93,93,German
38819,MBox34457232-HH,A1,Feederz - Jesus Entering From the Rear,153,,Jesus,83,English
38820,MBox9375914-HH,13,Dirty South - Patio Smasher,231,,"10"" Dubplate Sessions",,nglish
38821,MBox1341532-HH,7,Zac Brown Band - Band Me,224,,Home Grown,05,English
38822,MBox24662425-HH,16,"Richard Strauss - Arabella, Op. 79: Act II. ""Sie sehn nicht aus wie jemand""",82,,"Arabella (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Lisa della Casa)",98,English
38823,MBox17034810-HH,12,Walter Murphy - A Fifth of Beethoven,183,,"Ulli Wengers One Hit Wonder, Volume 5",03,English
38824,MBox10679516-HH,6,Heikki Silvennoinen - You Run,288,,Mature and Cool,92,English
38825,MBox44120217-HH,2,Nino Navarro - Big Snowman,249,,Nino Navarro,12,Portuguese
38826,MBox33346630-HH,3,Buzzcocks - Get on Our Own,149,,French,95,English
38827,MBox28842731-HH,1,Chrs Duncan & Catherine Strutt - Crabbit Shona Set,290,,Red House - Heritage of the Scottish Ftiddle,06,English
38828,MBox44518735-HH,11,"Benedictines of Mary, Queen of Apostles - Adoramus Te Christe",78,,Lent at Ephesus,14,English
38829,MBox42138422-HH,1,Dan Bárta - Hell America,166,,Horem pádem,,[Multiple languages]
38830,MBox12183536-HH,16,Duke Ellington & His Orchestra - Chew Chew Chew (Chew Your Bubble Gumm),163,,"The Duke: I'm Checkin' Out, Goom Bye (1939)",99,English
38831,MBox42390424-HH,8,Desdinova - Slow Healings,180,,1,96,English
38832,MBox40371310-HH,10,Mad Props - My Ding-A-Ling,237,,"Best of Bass, Volume 3",94,English
38833,MBox2568313-HH,1,久石譲 - On a Clear Day,136,,Kiki's Delivery Service,,English
38834,MBox4153532-HH,4,De Kreuners - Vergeet Het Maar,260,,De Kreuners,,null
38835,MBox31958430-HH,19,Little Jackie - The World Should Revolve Around Me,180,,Now That’ sWhat I Call Music! 71,08,English
38836,MBox9103135-HH,4,Rude Rich and the High Notes - On the Bank,189,,Soul Stomp,,English
38837,MBox2141612-HH,9,Dubok - Immersed,307,,Immeresd,00,English
38838,MBox8837324-HH,5,Altered States - A Night in Tunisia,320,,Plays Standards,00,English
38839,MBox6832722-HH,0,Sixpence None the Richer - Dream Don't It's Over,243,,The Best of Sixpence None the Richer,04,english
38840,MBox27148723-HH,1,Sukh Knight - Jewel Thief,null,,Jewel Thief / Flyer Manz,10,English
38841,MBox23080420-HH,7,Michel Sardou - Le Surveillant général,165,,Les N°1 de Michel Sardou,09,French
38842,MBox3620126-HH,12,Elliot Goldenthal - Underr the Top,341,,Batman Forever: Original Motion Picture Score,95,English
38843,MBox34606514-HH,17,Zion y Lennox - Perdóname,169,,Motivando a la yal,04,Spanish
38844,MBox4756811-HH,8,Trevor Rabin - The Roof Top,290,,The 6th Day,00,null
38845,MBox28405129-HH,3,コナミ矩形波倶楽部 - Crystal Forever,223,,矩形波倶楽部 pro-fusion ~SALAMANDER~,96,Japanese
38846,MBox1986117-HH,5,UHF - Slb (Outra Vez),null,,Sou Benfica,03,Portuguese
38847,MBox675177-HH,3,The Paris Sisters - I Love How You Love Me,103,,200 Original Jukebox Hits,,English
38848,MBox23437731-HH,5,Sarah Vaughan - 's Wonderful,151,,Great Ladies and Gents of Jazz,99,English
38849,MBox12481911-HH,13,Sakari Kukko - Mökit nukkuu lumiset,321,,Joulu,03,Finnish
38850,MBox31959227-HH,9,Песняры - Из далеких из краев,null,,Лявоны,06,Russian
38851,MBox15120223-HH,20,"Anthony Holborne - Sicke, sicke, and very sicke",79,,My Selfe (The King's Noyse),98,English
38852,MBox42076826-HH,13,Ernesto Tagliaferri - Mandulinata a Napoli,175,,"Italian Popular Songs, Volume 1",,Italian
38853,MBox26485530-HH,4,Jason Manns - Perfect Spot,190,,JasonManns,,English
38854,MBox15144233-HH,10,Glen Gray - Dance of the Lame Duck,163,,Swing Time: The Best of the Big Bands (disc 1),,English
38855,MBox42318015-HH,unk.,Fernando Sor - Fantaisie Villageoise: III. Danse,220,,Recuerdos,07,Enyglish
38856,MBox928437-HH,14,Claudine Longet - Ain't No Mountain High Enough, 214,,In Search of the Cool,03,English
38857,MBox43766|33-HH,11,2HD - Sunflakes (extended  mix),null,,"What's Hot! In Derek ""TheBandit's"" Box - Set One",98,English
38858,MBox13602231-HH,1,Robots in Disguise - Turn It Up,229,,Get Rid!,06,English
38859,MBox1912493-HH,3,Van Dyke Parks - Yankee Go Home,390,,Tokyo Rose,,English
38860,MBox3504952-HH,10,Georg Friedrich Händel - Violin Concerto in B flat: Andante,246,,Water Music / Music for the Royal Fireworks (Prague Chamber Orchestra w/Sir Charles Mackerras / The Menuhin Festival Orchestra w/Yehudi Menuhin),95,English
38861,MBox22190833-HH,13,La Secta - Come on,256,,Túnel,05,Spanish
38862,MBox20878514-HH,5,Talking Pictures - Tears for Sorrow,395,,Talking Pictures,92,[Multiple languages]
38863,MBox25344025-HH,1,Adrian James Watkins - Germination (full mix),174,,Nu Electronica,,English
38864,MBox33061720-HH,6,Flash Forward - End of June,null,,"Games, Cheats & Fakes",,English
38865,MBox7398927-HH,6,Króm - Nowhere,99,,It All akes Sense Now,03,English
38866,MBox7091512-HH,6,The Buddaheads - '57 Chevy,314,,Real (feat. BB Chung King),,null
38867,MBox34131527-HH,6,Mark Chosak & David Whittaker - [untitled],19,,NHL 97,96,English
38868,MBox447396-HH,1,Kurt Ostbahn & die Kombo - Tankstö,143,,Hohe Warte Live 1,03,Gesrma
38869,MBox3252076-HH,1,Christian Death - Zero Sex,null,,Zero Sex,89,English
38870,MBox1455277-HH,4,"Franz Schubert - Symphony No. 3 in D major, D 200: II. Allegretto",244,,"The Complete Symphonies, Volume 1",95,English
38871,MBox20766828-HH,10,One Two Trio - Alle remmen los,157,,"Mega Party, Volume 5",05,Dutch
38872,MBox16746520-HH,19,Barry White - Your Heart and Soul,208,,Mega Soul,,English
38873,MBox2879872-HH,6,Jacques Offenbach - Les Contes d'Hoffmann,211,,"Ouvertüren overtures (Berliner philharmoniker, herbert von karajan)",81,French
38874,MBox22846817-HH,1,Rob Balducci - Violet Horizon,130,,Violet Horizon,,English
38875,MBox9609031-HH,4,The Allman Brothers Band - You Don't Love Me,405,,"1993-08-01: Mansfield, MA, USA (feat. Zakk Wylde",,English
38876,MBox11339217-HH,6,Gordon Giltrap - Ravensbourn,243,,Drifter,04, English
38877,MBox38610114-HH,6,Achille Lauro - Lightning,274,,Flight or Flight,12,English
38878,MBox13373923-HH,2,Glen Campbell - God Only Knows,198,,Classic Campbell,06,English
38879,MBox5215811-HH,15,Once Over - August,183,,Agent Records Presents the Norcal Compilation 2003,,English
38880,MBox2810714-HH,57,Christian Marsac - Round the Bend 8 (sting),4,,"Indie, Positive Pop/Rock",08,English
38881,MBox512865-HH,12,Slade - Till Deaf Resurrected,65,,Till Deaf Do Us Part,81,English
38882,MBox3726789-HH,2,Hellride - Survived Yesterday,176,,… and Then the Earth Moved …,02,English
38883,MBox1294465-HH,3,Venom - Dead of the NNight,220,,American Assault,85,Eglish
38884,MBox36660517-HH,11,Cesária Évora - Lua Nha Testemunha,382,,Miss Perfumado (20th Anniversary Edition),,null
38885,MBox2868775-HH,6,Alamo Race Track - Lindyhop,715,,Unicon Loves Deer,11,nglish
38886,MBox14576420-HH,23,Ralph Stanley & The Clinch Mountain Boys - Going Up Home to Live in Green Pastures,154,,1971-1973,95,English
38887,MBox23106932-HH,8,Georges Hamel - Je tombe en amour encore une fois,150,,Ces belles années !,,French
38888,MBox27756428-HH,12,Bryan E. Miller - Misty Mountains 2,64,,Film Series: Epic and Heroic,,English
38889,MBox29937124-HH,4,Pyrior - Janitor,224,,Oceanus Procellarum,10,English
38890,MBox44605028-HH,20,Echopark presents No More - Suicide Commando 2006 (radio mix),193,,"Trance 2007 Music 4 The Next Generation, Vol.1",07,English
38891,MBox1783689-HH,4,Patti Page - Sweet and Lonely,null,,I'm Getting Sentimental Over You,56,EnglUish
38892,MBox31138920-HH,3,Aerosmith - Chip Away the Stone,240,,Greatest Hits,07,English
38893,MBox31389410-HH,3,אביגיל רוז - התאבודיות קטנות,243,,מלחמה יומיומית,,null
38894,MBox35938016-HH,5,Portishead - Glory Box,null,,"2008-04-02:T onhalle, München, Germany (CMC8 source)",,English
38895,MBox3746074-HH,8,Mad Essence - Low Gravity (Interlude),136,,TraHnsmisssion,12,Russian
38896,MBox3858594-HH,15,A Taste of Honey - Boogie Oogie Oogie,245,,'70s Preservation Society Presents: Disco Fever,91,English
38897,MBox1356720-HH,7,Dyiing Fetus - For Us or Against Us,334,,Destroy the Opposition,00,English
38898,MBox12236130-HH,15,Big Joe Turner - Rock Me Mama,177,,All the Classic Hits 1938-1952,03,English
38899,MBox33978929-HH,8,Racey - Some Girls,205,,This Is... 1979,09,English
38900,MBox2305217-HH,17,Steve_Everitt_-_Tightening_Grip_:60,60,,In 60 Seconds,,English
38901,MBox29695923-HH,11,Lord Kossity - Laisse-moi passer,268,,pKoss 02,30,French
38902,MBox40802936-HH,7,Die Zillertaler - Herzimaus,289,,I hab Di so gern,,German
38903,MBox34204231-HH,18,Lois McMaster Bujold - Chapter 04,223,,The Curse of Chalion,04,English
38904,MBox10767722-HH, 3,Evol - Sona-Nyl (Il regno della fantasia),206,,Dreamquest,96,Italian
38905,MBox33900019-HH,1,Bobby Darin - Beyond the Sea,170,,Lifetime of Romance: Some Enchanted Evening,04,English
38906,MBox15234411-HH,5,Eternal Suffering - The Warmth in Her Torment,371,,Remain Forever in Misery,97,English
38907,MBox12623036-HH,5,Eddie Kendricks - I Can't Let You Walk Away,null,,Something More,79,English
38908,MBox77253-HH,5,Taj Mahal - Fanning the Flames,290,,Phantom Blues,86,English
38909,MBox18045523-HH,1,The Meteors - Voodoo Rhythm,149,,From Zorch With Love,99,English
38910,MBox19103015-HH,4,Kings Cross Hot Club - Go My Road,193,,Kings Cross Hot Hot,4,English
38911,MBox25326214-HH,69,Andy Neve - Trafalgar Square (full mix),8,,"Prime Time, Volume 2",,English
38912,MBox30619833-HH,1,Yaco - Enm i barrio,null,,Welcome to Paradise,,Spanish
38913,MBox25007813-HH,2,Umbah - 7 Fires of Prophecy,214,,Continuum,96,English
38914,MBox15822522-HH,7,Bob Wallis - Three Live Wires: Theme,null,,The Avengers & Other Top Sixties TV Themes,,English
38915,MBox11202717-HH,21,The Galactic Heroes - These Days,116,,"Happy Happy Birthday to Me, Volume 2",02,English
38916,MBox33634325-HH,25,MrPineapple -- Tunnel,182,,Tormishire,12,English
38917,MBox2087626-HH,1,Roald Dahl - Chapter 13 a - The Weekly Test,240,,Matilda (performed by Ron Keith),88,English
38918,MBox7832228-HH,6,Stage Holding - Mrs eBane / Aufmarsch,123,,Titanic! Das Musical in Hamburg,02,German
38919,MBox4632815-HH,8,The VSS - Cosmic Retribution,null,,211:51,,null
38920,MBox44618024-HH,B1,BaBe - 大人はってくれない,209,,I Don’t Know!,87,[Multiple languages]
38921,MBox5341724-HH, 33,The Bobbettes - Are You Satisfied,150,,Ultimate Collection,,null
38922,MBox5432435-HH,8,EEnnio Morricone - Ma Joe dice no,81,,Navajo Joe,9 5,Italian
38923,MBox44779923-HH,1,Eliane Elias - Call Me,251,,Dreamer,05,English
38924,MBox43919018-HH,1,Outlaws - Introductvion,65,,Bring It Back Alive,78, English
38925,MBox3514323-HH,8,Absurd - God's Death (Grave Version),110,,Life Beyond the Grave: 1992-1994,10,[Multiple languages]
38926,MBox4142702-HH,3,The Salsoul Orchestra - It Don't Have To Be Funky (To Be A Groove),292,,Nice Naasty,13,English
38927,MBox668233-HH,3,Brian Eno - 1/2,726,,Ambient 1: Music for Airports,90,English
38928,MBox641647-HH,17,Pixies - No. 13 Baby,216,,"1989-07-31: Malibu Nightclub, Lido Beach, NY, USA",,Engish
38929,MBox2449678-HH,9,Local Natives - Who Knows Who Cares,233,,Gorilla Manor,10,English
38930,MBox9603520-HH,2,The Dukes of Stratosphear - Have You Seen Jackie?,225,,Psoic Psunspot,87,English
38931,MBox1093031-HH,12,King DiamondZ - Mommy,386,,Abigail II: The Revenge,02,English
38932,MBox1764119-HH,7,Black Star Liner - Duggie Dohl,288,,Twelve Inch Confrontation Mix,,null
38933,MBox9086123-HH,8,Metallica - Seek & Destroy,null,,"2004-07-02: Werchter, Belgium",04,English
38934,MBox16131130-HH,16,George Jones - We Can Make It,125,,The Essential George Jones,06,English
38935,MBox2188688-HH,12,Urin - Eva,null,,Oasen,79,Swedish
38936,MBox10960121-HH,9,"Alban Berg - Lulu: Akt III, Szene II. ""Der Regen trommelt zur Parade""",274,,Lulu (Orchestre de l'Opéra de Paris feat. conductor: Pierre Boulez),00,German
38937,MBox10878129-HH,3,pSires That in the Sunset Rise - Little for a Lot,151,,Four Winds the Walker,05,English
38938,MBox12531135-HH,2,Yo La Tengo - The Night Chicago Died,124,,Yo La Tengo Is Murdering the Classics,06,English
38939,MBox510331-HH,13,Ennio Morricone - The Chase,116,,Hang 'Em High / Guns for San Sebastian,91,Ennglish
38940,MBox2351629-HH,2,Nocando - I Never Lie,208,,The Ptient EP,09,English
38941,MBox1083310-HH,1,ZéR amalho - Zyliana,257,,Opus visionário,86,Portuguese
38942,MBox3080894-HH,15,Grupo Revelação - Zé do Caroço,null,,Ao Vivo Na Palma Da Mão,04,Portuguese
38943,MBox32026127-HH,15,Lauri Nebel - Lill,null,,Luguauk,03,Estonina
38944,MBox28766230-HH,17,Insight - Bother Me (remix),null,,Targeting Zone,8,English
38945,MBox3596103-HH,2,Emilíana Torrini - Jungle Drum,132,,"The Dome, Volume 51",09,English
38946,MBox13902212-HH,17,Ladysmith Black Mambazo - Baba Wethu Singenile,160,,The Rough Guide to South African Gospel,03,nuNlll
38947,MBox3877189-HH,15,Les Sinners - Vox populi,66,,LesSinners,91,French
38948,MBox11940133-HH,12,Costa Cordalis - Es stieg ein Engel vom Olymp,178,,Das große deutsche Schlager - Archiv,,German
38949,MBox927318-HH,9,Olivia Newton-John - Walk Through Fire,338,,The Rumour,88,Englih
38950,MBox2720031-HH,14,Still Remains - I Could Never Be Your Lover,169,,The Serpent,09,English
38951,MBox1598714-HH,6,J.K. Rowling - Chapter 10-8: Das Haus der Gaunts,301,,Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),06,German
38952,MBox18948016-HH,1,Phil Ochs - Chords of Fame,212,,Cross My Heart: An Introduction to Phil Ochs,03,English
38953,MBox16559224-HH,16,石元丈晴 - Let's Get Together,16,,すばらしきこのせかい Original Soundtrack,07,Japanese
38954,null,2,Baal - Copenhagen Streetlights,239,,Do,,null
38955,MBox42508829-HH, 3,Beautiful Nubia and the Roots Renaissance Band - Eleko'Dere,277,,Fèrè,04,English
38956,MBox33341927-HH,3,"Ape, Beck & Brinkmann - Das Haus",224,,Regenbogenland,,German
38957,MBox20498616-HH,11,Keith Urban - Everybody,323,,For the Troops II,08,English
38958,MBox34142318-HH,7,Art of Noise - Instruments of Darkness,434,,In Visible Silence,88,English
38959,MBox19571120-HH,20,Savia Andina - Iserere,145,,Intrumental,94,Spanish
38960,MBox2811069-HH,18,Benjamin Marks & Christopher Ashmore - Starting Line 2,131,,"Rock, Classic Rock",08,English
38961,MBox3463405-HH,37,"D.O.N.S. feat. Technotronic - Pump Up the Jam (Billy ""Daniel"" Bunter & Sparky remix)",184,,Skelter Presents Hardcore 2007: The New Generation,07,English
38962,MBox2479139-HH,17,Derek Duke - Shadow Web Caverns,205,,World of Warcraft: Wrath of the Lich King,08,English
38963,MBox1943252HH,11,AlMartinoYou'retheLoveofMyLife,178,,BestofJoséCarrerasGala,04,[Multiplelanguages]
38964,MBox30703834-HH,3,Neil Young - Goin' Back,null,,"1999-03-20: Paramount Theatre, Oakland, CA, USA",,English
38965,MBox40281621-HH,3,Senru - Cool Beans (Microdot),166,,The What EP 2013-01: April,13,English
38966,MBox3070551-HH,1,박정현 - 치카치카,null,,10 ways   I. LOVE yo,09,[Multiple languages]
38967,MBox3663934-HH,10,Yale University Alley Cats - She's Got a Way,248,,ESst. 1943,,English
38968,MBox1048629-HH,6,Strathclyde Police Pipe Band - Black Watch Polka/Royal Scots Polka,178,,The Pipes and Drums of Scotland,,English
38969,MBox19074733-HH,1,"Antonio Vivaldi - Gloria in D major, RV 589: I. Gloria in excelsis Deo",137,,Vivaldi: Gloria / Händel: Gloria / Händel: Dixit Dominus,01,English
38970,MBox18593529-HH,5,Эдисон Денисов - Bagatelles for Piano: V,220,,Piano Works (feat. piano: Jean-Pierre Armengaud),99,[Multiple languages]
38971,MBox3039025-HH,7,Jack Radics - Confession,251,,Always Around,,English
38972,MBox2395605-HH,11,Team Tyson - Shut Up,148,,Jump Start My Head,08,Englis
38973,MBox3703407-HH,1,池田政典 - NIGHT OF SUMMER SIDE,249,,Kimagure Orange☆Road Eternal Collection Sound Color Box,,english
38974,MBox10858919-HH,1,The Butlers - Back on the Streets,215,,Trash for Cash,,English
38975,MBox14904017-HH,14,Black Army Jacket - Lying Between the Tigris and the Euphrates,62,,Closed asket,04,English
38976,MBox26137529-HH,3,Χατζιδάκις - Μουσική για την Εμινέ,109,,Καπετάν Μιχάλης,08,Greek
38977,MBox9536318-HH,15,Pasadena Roof Orchestra - Just a Gigolo (Schöner Giggolo),229,,Swing That Music,,English
38978,MBox25488818-HH,20,Woody Herman & His Orchestra - Apache Dance,175,,"The Orchestras of 1936-1937: Chick Webb, Bill Challis and Woody Herman",95,English
38979,MBox38871023-HH,14,Bogusław Nowicki - Poszukiwania (wersja instrumentalna),195,,Optymizmu gram,09,Polish
38980,MBox17799130-HH,3,Meat Beat Manifesto - Hellfire (remix),276,,LonelyS oldier,08,English
38981,MBox1661874-HH,4,Peter Maffay - Wo steht das geschrieben,204,,DiHe Story,80,German
38982,MBox37360222-HH,7,The Grapes - Full of Holes,null,,"2012-01-21: Variety Playhouse, Athens, GA, USA",,English
38983,MBox10357924-HH,12,Young Black Teenagers - To My Donna,201,,Young Black Teenageers,91,English
38984,MBox10142327-HH,7,Chris Chris - Josephine,237,,Le Meilleur de la musique 2,,English
38985,MBox5581623-HH,15,Frank Sinatra - The Birth of the Blues,208,,The Essential Frank Sinatra: The Columbia Years,,English
38986,MBox15854321-HH,21,大谷幸 - 染色体サンプル,Japanese,,ガメラ 3 邪神(イリス)覚醒,99,43
38987,MBox24106318-HH,5,Jim Brickman - Reflection,259,,ValentiJne,08,English
38988,MBox27880018-HH,2,Schizo - 세상이 그대를 속일지라도,null,,Fight Against the World,06,[Multtiple languages]
38989,MBox16542133-HH,6,Apoptygma Berzerk - Backdraft,260,,Soli Deo Gloria,07,English
38990,MBox6806223-HH,27,Neo-Futurists - Truth in Advertising,105,,Too Much Light Makes the Baby Go Blind,,null
38991,MBox15811333-HH,8,New Quintette du Hot Club De France - Cheyenne,315,,New Quintette du Club Hot de France,,English
38992,MBox2389957-HH,5,Dan Brown - Kapitel 19,207,,Das verlorene Symbol (feat. narrator: Wolfgang Pampel),09,German
38993,MBox21206917-HH,15,مرسيل خليفة - صامدون,139,,أحمد العربي,84,Arabic
38994,unk.,8,DJ Dolores apresentando Isaar - Sanidade,320,,Aparelhagem,05,Portuguese
38995,MBox2446353-HH,2,Mel Tormé - Lulu's back in town,187,,The Very Best of Mel Torme,07,Eglish
38996,MBox14782917-HH,11,Hal Willis - My Pink Cadillac,null,,"Rock, Rhythm and Doo Wop, Volume 2: More of the Great Songs From Early Rock 'n' Roll",,English
38997,MBox9315022-HH,11,[no artist] - Mikron's Ray,16,,Sounds From a Fantasy Space Mission,,English
38998,MBox35201636-HH,9,"Jerry Barnard, Ryan Grogan & Jaco Maria - Ooh Ye Oh Ye",112,,African Impressions 3,,English
38999,MBox1336492-HH,18,"Nina Simone - No Opportunity Necessary, No Experience Needed",263,,Ultimate Jazz & Blues,04,English
39000,MBox36536933-HH,10,Benny Goodman feat. Peggy Lee - Let's Do It Let's Fall in Love,139,,Great Vocalists of the Big Band Era,,E nglish
39001,MBox29608114-HH,1,Park - The Requiem,121,,A Suns Thousand,,English
39002,MBox39603135-HH,3,George de Fretes - Bunga Mawar,196,,Pasar Malam Top 100,09,Dutch
39003,MBox1144017-HH,17,Ne Luuämet - Jos en sua saa (live),142,,Rahat ja pois,99,Finnih
39004,MBox26623626-HH,7,J. Tillman - Mere Ornaments,285,,Singing Ax,10,English
39005,MBox19946230-HH,2,"Charles-François Gounod - Faust: Acte V, Scène 1 ""Arrête!""",126,,Faust_(Choer_et_Orchestre_du_Capitole_de_Toulouse_feat._conductor:_Michel_Plasson),91,French
39006,MBox7886819-HH,3,Matt Elliott - The Guilty Party,434,,Drinking Songs,null,English
39007,MBox9503215-HH,4,The Trammps - Scruboard,194,,The Legendary ZING Album,88,English
39008,MBox1820966-HH,2,Joseph H. Natus - Why Did They Sell Killlarney?,null,,Why Did They Sell Killarney?,00,English
39009,MBox4227695-HH,5,Gat Décor - Passion,258,,The  Pete Tong Collection,13,English
39010,MBox2405921-HH,11,Ramón Ayala Jr. - Anque Me Ruegues,149,,Lágrimas de Amor,,Spanish
39011,MBox728882-HH,4,Metro - My Lucky Day,380,,Tree People,,English
39012,MBox1025546-HH,5,Manu Dibango - Miango,312,,Negropolitaines,,French
39013,MBox24197932-HH,8,Harry James - How High the Moon,176,,World of jazz - The Jazz Trumpet,91,English
39014,MBox5457933-HH,6,Human Fortress - Border Raid in Lions March,311,,Defenders of the Crown,03,null
39015,MBox40276213-HH,11,John Denver - I WatchU You Sleeping,298,, Collection,97,
39016,MBox1295629-HH,10,Flanders and Swann - Bedstead Men,196,,At the Drop of Another Hat,,null
39017,MBox8667320-HH,11,Feelstyle - Guided by Voices,162,,Break It to Pieces,6,English
39018,MBox34742433-HH,10,Plump DJs - Acid Hustle,389,,Finger Lickin' Thang 4,06,English
39019,MBox776498-HH,1,Christy Moore - Before the Deluge,315,,Belfast Brigade Brigade,,null
39020,MBox20030410-HH,14,Phil Hendrie - Margaret Grey: Snowbird,146,,World Famous: The Best of Phil Hendrie 2002,,English
39021,MBox11901231-HH,,Akira Nobuya & Noriko Tsutomu - Yoshi's Cookie - Round Start,4,61,Famicom Sound History Series: Mario the Music,04,English
39022,mbox2497433-hh,57,Todd Wollons & Thomas Merecez & Patrice C. Irving - Tribal Nation F,30,,"Drama Plus, Volume 5",,English
39023,MBox1831196-HH,3,Eero ja Jussi & The Boys - That Lucky Old Sun,199,,Uhkapeluri: Eero Raittinen 60,04,Finnish
39024,MBox40633534-HH,16,Ottawan - Crazy Music,293,,80s Hit ews More Greatest Hits,08,English
39025,MBox35995824-HH,12,Two Steps From Hell - She's a Superhero,81,,Two Steps from Heaven,,English
39026,MBox4070077-HH,1,Carling Ruse - Find U,168,,Find U,22,English
39027,MBox3634517-HH,3,Bob Gibson - Whistlers and Jugglers,235,,Makin' a Mess: Bob Gibson Sings Shel Silverstein,95,English
39028,MBox41180119-HH,6,Randy Newman - Memo,127,null,The Natural,,English
39029,MBox41046819-HH,4,Ahmet İsçitürk aka GottSOUL - B-Boy Dub Scat,186,,"Davulun Sesi, Volume 01",12,Turkish
39030,MBox11907722-HH,4,Разнотравие - Тропка,291,,Катоорга,01,Russian
39031,MBox466480-HH,1,Ella Fitzgerald - I Got a Guy,225,,Ella for Lovers,03,English
39032,MBox9803631-HH,11,Black Haze Express - Won't Nobody Listen,251,,"Funk Drops 3: Breaks, Nuggets and Rarities",04,English
39033,MBox3235749-HH,5,Na Ying - For Love,null,,Conquer,,English
39034,MBox3299429-HH,5,Martin Carthy & Dave Swarbrick - The Bloody Gardener,243,,Byker Hill,67,English
39035,MBox1078316-HH,3,John Mayyal l& The Bluesbreakers - Ain't No Brakeman,247,,Spinning Coin,95,English
39036,MBox26220127-HH,8,Calum Carlyle - Shirat Hayam,340,,Honesty and Thorns,10,English
39037,MBox15290232-HH,4,Dave Pell - Mountain Greenery,171,,The Dave Pell Octet Plays Rodgers & Hart,00,English
39038,MBox379063-HH,4,The Fat Lady Sings - Twist,281,,Twist,,null
39039,MBox12304822-HH,7,JUDE - ロバの馬車,null,,ZHIVAGO,3,Japanese
39040,MBox36368316-HH,14,3 Inches of Blood - Onward to Valhalla,190,,Battlecry Under a Winter Sun,,English
