tid,id,number,title,length,artist,album,year,language
155035,7942053,Sound of God's Absence,Adeptus Satanicus,284000,Manufacturer's Pride,6,2009,English
155036,7384213,10,Kyrie (Orbis factor),90640,Polifónica Turolense,Canto Gregoriano y Polifonía (Disco 1),2008,
155037,9823300,23,Noch einmal Eulenpost 5,385000,J.K. Rowling,Harry Potter und der Gefangene von Askaban (feat. narrator: Felix von Manteuffel),2009,German
155038,5917033,19,Bust the World,292000,Bill Black,Headquarter Blues,,English
155039,14831581,13,I Can Tel (live),169000,Dr. Feelgood,All Through the City (With Wilko 1974-1977),2013,English
155040,3499259,13,Fuc All Your Grandmas,,Leukemia Titty,Leukemia Titty,,English
155041,11496479,10,"The Snow Maiden, Op. 12: No. 10. Melodrama",278360,Пётр Ильич Чайковский,"BBC Music, Volume 13, Number 4: Russian Christmas",2004,English
155042,9190093,3,Into the Veil,271000,Satan's Host,Metal From Hell,1986,EDnglish
155043,13858079,unk.,ShopRadio 1,46802,Eirik Suhrke,Spelunky,2012,English
155044,10907849,7,Mời năm tình cũ,280586,Đàm Vĩnh Hưng,Xin lỗi tình yêu,2005,Vietnamese
155045,6561943, 7,Everytime (Nalin & Kane mix),513306,Lustral,"Dancenet, Volume 3",1997,English
155046,12262384,3,Join the Team,,[unknown],XXL Jingles 1,,English
155047,9240701,13,Перекати-полька,109000,Умка и Броневичок,Низкий старт,1998,Russian
155048,10756255,6,Octomber,91000,Scythelence,Appaseasonato,2011,English
155049,12531262,C3,Je tuerai la pianiste,371000,Alain Bashung,Bleu pétrole,2008,French
155050,1366025,7,Bom Bom,,Rocky Dennis,Gör sin grej på,,[Multiple languages]
155051,9150375,19,Complainte de Pablo Neruda,250000,Jean Ferrat,Best Of 3CD,2009,French
155052,13790502,3,Pity,286587,Voli feat. J. Cole & Omen,In the Meanwhile (The Showcase),2011,English
155053,10539263,13,Le Sacre du printemps: Deuxième partie. Introduction,263600,Игорь Фёдорович Стравинский,Prokofiev: Scythian Suite / Stravinsky: Le Sacre du printemps (Dallas Symphony Orchestra feat. conductor: Eduardo Mata),1991,[Multiple languages]
155054,8893927,14, Ο ουρανός είναι κλειστός (Χωρίς φεγγάρι),222413,Μανώλης Μητσιάς,"Φεγγάρι, μάγια μου 'κανες",1907,Greek
155055,7351475,20,Splish Splash,133426,Bobby Darin,Don't Stop Till You Drop: 60 Great Party Hits,,English
155056,9528784,38,Bittersweet Memory,163000,Harry Bluestone & Emil Cadkin,Romance / Emotional / Drama,,English
155057,1453051,15,Vem Sonhar,197266,Leonardo,Te Amo Demais,,
155058,10172853,22,Memoirs Shopping,57000,Jon Rose & Otomo Yoshihide,Tatakiuri,1995,English
155059,16337137,6,Bryce,228000,The Neil Cowley Trio,Touch and Flee,2014,
155060,15324079,15,Kuule minun ääneni,231360,Johanna Kurkela,"Tähtisarja, 30 suosikkia: Tilkkutäkki",2012,Finnish
155061,4388681,8,Piano Quintet in C minor: I. Andante (Prazák Quartet feat. piano: Jaromír Klepác),311760,Александр Порфирьевич Бородин,String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazák Quartet feat. piano: Jaromír Klepác),1999,English
155062,15975601,3,Something's Going On,187413,September,Love CPR,,English
155063,16130465,4,Technicolour Dreams,370000,Oskar Offermann,Do Pilots Still Dream of Flying?,2012,Engglish
155064,15493432,6,TheL oyal Shall Inherit,308000,Divinity Compromised,A World Torn,2013,English
155065,3167537,8,The Missing Parachute,337506,Phantom Buffalo,ShiShiMuMu,2005,English
155066,6826602,4,Mummification,88000,Nico Muhly,JXoshua,2008,English
155067,10719608,12,Je veux (unplugged),227000,Zaz,Zaz,2011,rFench
155068,11414688,26,High Hard Line,125000,Benjamin Carson,Jazz/Swing 1,,English
155069,14506477,B5,La guacamaya,169000,Cri-Crí,Cuentos y canciones de Cri-Crí,1963,Spanish
155070,15996701,4,Blues for Charlie,408972,Ike Quebec,Blue and Sentimental,2010,English
155071,4059076,4,"Wharf, Two Vessels",480666,Toshiya Tsunoda,Extract From Field Recording Archive #3: Solid Vibration,2001,English
155072,11786017,5,Pau de Arara,89240,Maria Bethânia,Maricotinha ao vivo,2002,Portuguese
155073,1930747,1,Don't Panic,140293,Coldplay,Don't Panic,2001,English
155074,6755944,6,Start of My Heart,273000,Joan as Police Woman,To Survive,2008,English
155075,12533419,A2,Plis infinis no. 2,309000,Frédéric Galliano,Espaces baroques,1997,French
155076,16041385,9,Hysteria,321000,Muse,Live at Rome Olympic Stadium,2013,PEnglish
155077,15768437,12,This Is the Ladies,65333,Stilgoe & Skellern,A Quiet Night Out,1999,English
155078,16420949,15,Nálada s orientálními motivy,128000,Strašlivá podívaná, bylinky,2005,Czech
155079,1290359,9,Kokomo Blues,183160,ScrapperBlackwell,Blues in History II,,Eglish
155080,5428903,5,"Trio Sonata No. 2 in C minor, BWV 526: II. Largo",236000,Johann Sebastian Bach,Trio Sonatas (feat. organ: Kay Johannsen),1999,Enmglish
155081,14204942,6,Long Gone Lady,,Bill Wilson,Ever Changing Minstrel,,English
155082,5332128,3,Holy Shackles,181693,Ainmosity,Terrorizer: Fear Candy 36,2006,English
155083,12112744,2,Medley: Theme from Schindler's list / Via dolorosa,424133,Maurice Sklar,Songs of Zion,,
155084,6654997,2,South of Heaven (Daphreephunkateerz remix),,Zend Avesta,South of Heauen,1997,English
155085,2199013,1,The Fallout,289546,Frequency Construct,Deviant Behavior,2004,English
155086,5024208,7,Interlude Two,80000,Pattern Is Movement,Stowaway,2005,En glish
155087,12802144,17,Inventaire,219000,Alex Beaupain,Les Chansons d'amour,2008,French
155088,3001108,9,Paltrow and the Cubs,,Guster,"2003-10-20: Urbana, IL, USA",,
155089,10185197,3,Two Turns to One,,1995,Two Turns to One,Ziggy Was,English
155090,3684769,4,How Long Has It Been,137866,Faron Young,The Classic Years 1952-1962,1992,English
155091,1077867,5,Fame Thing,258333,Ultrasound,Everything Picture,1999,English
155092,12045874,10,I'll Never Get Over You,277706,John Hiatt,Master Series,,English
155093,554914,13,Skydive Outro,48000,Nuspirit Helsinki,Nuspirit Helsinki,2002,English
155094,4630236,2,Marbles I,108066,Marillion,Marbles Livje,2005,English
155095,14382001,A3,Pool of Piranhas,256000,Hammers Rule,Show No Mercy,1984,English
155096,2881423,1,Lefekszem a hóba,182000,Kispál és a Borz,Élősködés: Miskolc (2002-11-08),2003,Hungarian
155097,8272783,2,När Charlie Är Född,210026,Lusen Big Band,Take Two,2006,Swedish
155098,5066079,2,Enigmatic,167800,Hiroshi Fujioka,Generations Growlanser,2001,English
155099,14090142,11,Lick and a Promise,,Aerosmith,Flying Rcks Again 28-11-2011,,English
155100,3574298,8,Contraband Crowbar,234333,Giants of Science,The History of Warfare,2002,English
155101,13284289,2,Romance Of Falling,283186,Giant Sand,Ramp,2011,English
155102,6470143,3,After All,356000,Ian Van Dahl,Ace,2002,English
155103,10914493,9,Early Days,337000,George Kontrafouris Trio,The Storyteller,2007,
155104,9338476,49,Save Me (full mix),20000,Radomír Šrámek & Vladimír Šimůnek,Commercial Cuts vol 14,,English
155105,13245963,18,I've Got the Right Kind of Lovin',205266,Al Smith,"The Bluesville Years, Volume 1: Big Blues Honks and Wails",,English
155106,11235946,4,Pas d'action,623000,Пётр Ильич Чайковский,Dornröschen / Der Zauberladen,,
155107,2253056,10,Sumes,504640,Gregory Fleckner Quintet,"The Freestyle Files, Volume 1: Futuristic Electronics",1997,English
155108,15837494,2,Gone World Gone,480000,Kitchens of Distinction,Smiling,1992,English
155109,16474960,6,"I Loves You, Porgy",368066,Médéric Collignon,Porgy and Bess,,English
155110,2771838,3,Skovsangen,254400,Sebastian,Ikke Alene Danmark,1978,Danish
155111,14431658,26,迷路,76040,梁邦彦,彩雲国物語 Original Sound Track 1,2006,Japanese
155112,2118885, 14,Young Giri Bluez,247226,Biz Markie,Biz’s Baddest Beats,,English
155113,15898294,4,"Das Rheingold: Erste Szene: ""Wallala! Lalaleia! Leialalei!""",141000,Richard Wagner,Ultimate Wagner: The Essential Masterpieces,,German
155114,12600057,B,No Deeper Than Dredge Boats in Flood Waters,,Cavity,Fuck Diablo,1997,English
155115,3133620,22,Bonnie and Clyde,251334,Brigitte Bardot,La Madrague,1991,French
155116,8252452,2,Ezumdda,194000,Headache,War I - Destructors of the Mind,2008,English
155117,15628159,B,Theresa,457000,DJ Wally,Diana / Theresa,1998,English
155118,12340494,13,Bad,520000,2U,"1984-10-31: Sportpaleis Ahoy, Rotterdam, Netherlands",,English
155119,11960567,2,Pode Falar,173000,Manu Gavassi,Manu Gavassi,,Portuguese
155120,6413125,3,L'Escalade obscure,211693,Charles Koechlin,"Les Heures Persanes, Op. 65 (Kathryn Stott)",2003,French
155121,5325845,5,Burial (Chronic 1 edit),222066,Leviticus,FFRR Classics 1988-1998,1998,English
155122,12535572,15,If I Were a Carpenter,215000,Harry Belafonte,Legendary,2001,English
155123,11482321,5,Moonlight Becomes You,202306,Glenn Miller,This Is the Remembrance Album,2009,English
155124,6207813,9,Vertigo (feat. Stepchild & Kelvin Swaby),158000,Boca 45,Vertigo Sounds,2006,English
155125,16209008,16,Decke Trumm (2009D igital Remaster),184946,Paveier,Kölle - Do bes e Jeföhl,2009,Kölsch
155126,8073143,25,Like Miles,33000,Frans van Steijn,Emotional TV Themes,,English
155127,6482574,14,Me m'eus kanet paroud,320000,Jean-Charles Guiochen,In Bloom: A Collection of French Celtic Music,,Frnch
155128,3191716,14,Punk Bitch Flash,205000,Self,"Porno, Mint & Grime",2005,English
155129,5619566,3,"Las Cubanas, Qué Lindas Son",317133,Mamorama,null,200G,Spanish
155130,7383115,12,Laptop,297000,Jota Quets,La Plata,2008,Portuguese
155131,10440,3,Sweet Emotion,194533,Aerosmith,Aerosmith’s,1986,English
155132,9836643,16,Le Fiacre,133000,Lina Margy,Collection or,1992,French
155133,6222852,3,失われたものたちへ,288640,元ちとせ,あなたがここにいてほしい／ミヨリの森,2007,Japanese
155134,2525810,6,Beneath the Blood-Hot Moon,317226,Lee Blaske,The Immortal Kiss of the Vampire,,Ennglish
155135,1824434,11,Right on Target,379600,Paul_Parker,"Gay Classics, Volume 1: Ridin' the Rainbow",1995,English
155136,4859216,10,lCrazy Rhythm,214133,Bud Powell,The Complete Bud Powell on Verve,2005,Enqlish
155137,1218168,15,Black Bird Fly,263840,Plazma,,,Engl ish
155138,14814450,59,The eagle has flown - CD 3 - Track 59,28586,Jack Higgins,The Eagle Has Flown,,English
155139,11582440,2,Cent mille raisons,244000,Mes Aieux,Fiori: Un musicien parmi tant d'autres,2006,Frenhc
155140,5953838,6,Just Keep Thinking About You,186000,,I Wish You Love,2002,English
155141,6312987,1,True Love That's a Wonder,188960,Sandy Coast,True Love That's a Wonder,1998,English
155142,8819006,14,Adios Adios,123000,The Blue Chips,From the Beginning,,English
155143,6714884,10,Winter Song,301133,Emilly Smith,Too Long Away,2008,English
155144,6332525,5,Crybabies,120000,The Copyrights,We Didn’t Come Here to Die,2003,English
155145,14082578,4,Lo_paure_satan-Er_dei_tripetas,187653,Ensemble_Strada,A_lap_Via!,1995,[Multiple_languages]
155146,3565195,10,Kelvin,117733,Anthony Braxton,"19  [Solo] Compositions, 1988",1989,English
155147,6220997,7,If I Am a Stranger (live studio recording),283706,Ryan Adams & The Cardinals,Eevrybody Knows EP,2007,English
155148,3183845,1,Ready (radio edit),214573,DJ Flex,Ready,1999,English
155149,2096632,9,Naked,244853,Nami Tamaki,Greeting,2004,Japanese
155150,192307,4,Reb Dovidls Nign,293866,Kroke,Eden,1997,
155151,5535294,2,(Self Destruct),115000,Manifesto,Once Upon a Time in the Land of Cyberspace,2005,English
155152,6622841,4,Wet,,YMC,Stjärtlapp Presents Sweden: Lesson One,2001,[Multiple languages]
155153,1639432,1,Secret Messages,287106,Electric Light Orchestra,Secret Mess ages,,English
155154,9467699,52,The Avengers (a),60000,Ed Kalnins,"Drama Plus, Volume 9",,English
155155,8572167,56,The Opinion Zone,10000,Dafydd Gwynne & Danny Chang,Themes & Trailers 3,,English
155156,15476881,17,Me Alone,213973,Hanna Pakarinen,Latauslista: The Voice Top 20 Hits 2007,2008,[Multiple languages]
155157,5883889,10,Mi corazon (interlude),124000,Safire,Atrevida,1996,English
155158,4444737,1,Lincoln Avenue Blues,223493,Butch Thompson,Lincoln Avenue Blues,,English
155159,10179128,9,9,219653,Svein Finnerud Trio,The Complete Released Works 1968-1999,2008,English
155160,15562968,13,Hollywood,193573,Mona Carita,Tähtisarja: 30 30 suosikkia,2997,Finnish
155161,7768856,14,Here's to You,348766,Skyy,Influences,2008,English
155162,11357754,2,When God Made Me,276000,Neil Young & The Fisk Jubilee Singers,"2005-11-04: Late Night with Conan O'Brien, New York City, NY, USA",,English
155163,1518 0067,6,Transitional Bird (Clever Girl),266000,Candy Claws,Ceres & Calypso in the Deep Time,,English
155164,14977732,7,Invasion From Sirius B,281000,Zenial,From Earth to Sirius,2011,English
155165,1629392,22,Wha'ts this?,140533,Fred Wilson FBI,Christmas Gone Wrong,,
155166,6793373,13,Any Other Way,244000,The Smithereens,Live in Concert - Greatest Hits and More!,2008,Enlish
155167,10533101,21,Dramatic Intros: Pensive: Hour Glass,,[unknown],"Trailer Intros, Volume 1",,English
155168,3798871,5,"Pisma o ribaru Marinu, Mari i moru",134466,KUD Idijoti,Glupost je neunmištiva,1992,Croatian
155169,2018269,2,Image,299586,AION,Symbol,2001,English
155170,13886346,5,Cubc Field,316000,Scanner,Indiscreet Stereo Test Record,1995,English
155171,4696035,12,Promise Her Anything,177520,Dean Martin,This Is Dean Martin,2005,Englih
155172,7816968, 3,are you thirsty (land of plenty),461506,Markus James,nightbird,2001,English
155173,2098115,18,Waves of Grey (unused pathos),156440,Daan,Verboden te zuchten,2002,[Multiple languages]
155174,13373519,7,Das Te deum laudamus,297466,Thomas Müntzer,Musik Der Reformation,1996,German
155175,12559074,A,Lipgloss,217000,Pulp,Lipgloss,1993,English
155176,10256572,16,If You Let Me Love You 2,201000,Andy Taylor,Girl Talk,,English
155177,1361347,4,Earheart's Atlantic,81640,The Roots of Orchis,When the Mosquito Stung the Crocodile,1998,English
155178,10228936,13,"Baby, I'm a Want You",182000,Véronique Rivière,Véronique Rivière,1989,French
155179,10845214,7,Inferno,510000,Deception,Inferno,2011,English
155180,840568,9,Help!!!,261800,King Diamond,House of God,2000,English
155181,14382316,15,Extacy,211773,Shades of Rhythm,The All Time Greatest Hits of Dance 2,1993,English
155182,3859893,5,Honey Coral Rock,313333,Eric Gale,Negril,2003,English
155183,5253892,6,Hold Back the Rain (remix),426000,Duran Duran,"The 12"" Collection",1991,English
155184,7638782,2,Just Feel the Way I Feel,368000,Crazy Malamute,The Collection,1999,English
155185,4048616,12,Odd Job Man,147000,Leroy Holmes,"Music to Read James Bond By, Volume Two",1968,English
155186,4149430,10,Life Is a Song Worth Singing,222893,Teddy Pendergrass,The Philly Years (disc 1),,English
155187,2773320,17,Pass That Dutch,n.a.,Missy Elliott,"Triple J: Hottest 100, Volume 11",2004,English
155188,11412166,5,夜霧に消えたチャコ,215000,フランク永井,青春歌年鑑 戦後編 6 昭和33年〜34年,2008,Japanese
155189,5568040,13,A Couple of Song and Dance Men,137973,Fred Astaire,Golden Greats,2002,English
155190,7088770,9,United We Stand,169000,Brotherhood of Man,True Seventies,2006,English
155191,14021973,11,Finale (Netsky Remix),290000,Madeeon,"De Maxx, Long Player 25",2012,English
155192,9715879,20,"Mazurka in D-flat major, op. 30 no. 3",175000,Fryyderyk  Chopin,The Complete Works,2008,English
155193,2173345,12,Levitate Me,142000,Pixies,"1989-06-12: Live in Heaven: Messepalast, Vienna, Austria",,English
155194,7272521,12,I Don't Wanna See,,Mr. Drastick,The Gladiators Anthem,2008,English
155195,2590499,4,"Piano Sonata no. 11 in B-flat major, op. 22: IV. Rondo. Allegretto",451000,Ludwig van Beethoven,29 Sonaten,2006,[Multiple languages]
155196,14825546,7,Πότε Βούδας πότε Κούδας,221000,Νίκος Παπάζογλου,Ήμουν κι εγώ εκεί,2009,Greek
155197,13632068,12,Wide Open,83910,Mr Mensah,Isolated Labou rvol 1,2012,
155198,4232228,17,The Parting Song,233667,Golden Bough,"Celtic Music From Ireland, Scotland & Brittany",1998,English
155199,13180332,9,Mormond Braes,105466,Ewan MacColl MacColl Peggy Seeger,The Tradition Years: Classic Scots Ballads,2005,Scots
155200,5738633,19,Mission of the Darians: TJhe Daria (100 Square Miles / Macrocosm),133773,Robert Farnon & Frank Cordell,Space: 1999: Year One,2004,English
155201,8372679,18,Keeping It Steel,91000,Am on Tobin,"Soundtracks: Strings, Drums & Electronics",2007,English
155202,3545909,11,Exacto,287706,The Human Echo,Sonic Blanket,,English
155203,2672456,18,Back Bay Shuffle,164067,Terry Gibbs,Jazz-Club Mainstream: Big Bands,1991,English
155204,9602427,6,Througgh Hell,228000,We Are the Fallen,Tear the World Down,2010,English
155205,6492737,5,Thank You Baby,229000,The Stylistics,The Very Best of... and More,2005,English
155206,7825916,7,She Wore Red,192666,House of Freaks,Invisible Jewel,2005,English
155207,6871325,25,E and W Anfrican,192226,Robert Blumenfeld,Accents: A Manual for Actors (Revised and Expanded Edition),2004,unk.
155208,5963651,7,Ring the Alarm (Freemasons club mix radio edit),205000,Beyoncé,Absolute Music 54,2007,Norwegian
155209,4779152,1,Hold On,221666,Wilson Phillips,The Emotion Collection: Just for You,,English
155210,2605284,11,Monarch Mine,291066,Drill Team,Hope and Dream Explosion,,
155211,4455689,13,Tha Music,156000,Phunkie Souls,"The Disco Boys, Volume 1",2001,English
155212,10823239,1,Arnold Layne,175000,Pink Floyd,The Piper at the Gates of Dawn,2007,English
155213,13188795,3,Hold On,312000,Deep Purple,"Listen, Learn, Read On",2002,English
155214,9920110,4,The Devil Made Me Do That,159000,Buck Owens and His Buckaroos,Bridge Over Troubled Water,2004,English
155215,2616585,7,Don't Cheat in Our Hometown,199266,Ricky Skaggs,Super Hits,1993,English
155216,3226445,3,This Place,363000,Hacride,Deviant Current Signal,2005,English
155217,5683265,1,Voices Inside My Head,86000,The Police,"1982-01-19: Nassau Coliseum, Uniondale, NY, USA",,English
155218,13738391,14,Gree & Penk Part 2,412656,Filte,Flite Music,,
155219,12207974,8,Kaykra,286103,Overload,Pichal Pairee,2009,
155220,14573700,16,When You Leave (Numa Numa) (Basshunter remix),323573,Alina,Ultra Dance 10,2009,English
155221,8246759,4,Bumm!! (yo soy el Toterreno),,ToteKing,Un tipo cualquiera +,2007,Spanish
155222,8240355,3,Psicodelicia,371000,Joan Reyes,Wow! E.P.,2008,English
155223,6780485,9,Monographic,276000,Blue Birds Refuse to Fly,Xenomorph Angel,,English
