tid,id,number,title,length,artist,album,year,language
7777,5332310MB-01,2,Why Not - The Lizzi eMcGuire Movie,2.981,Hilary Duff,,' 03,English
7778,35448912MB-01,53,慈愛の言葉集/日常会話篇 - 「ハヤテのごとく!」 キャラクターCD 2,0.104,マリア starring 田中理恵,,'07,Japanese
7779,3625213MB-01,12,Butta-Few-Co - This Is My First Album,4.033,Kwest Tha Madd Lad,,'96,English
7780,58046619MB-01,6,Gitme Durnam - Gurbeti Ben mi Yarattım,4.167,Arif Sağ,,'98,Turkish
7781,53398811MB-01,1,Disorsder - Unknown Pleasures,3.539,Joy Division,,'88,English
7782,1972112MB-01,2,Central Booking - Febuary,3.083,Bishop Allen,,'06,English
7783,14157622MB-01,6,Haste Suraj Ki - Dil Ka Rishta,1.535,Nadeem-Shravan,,'05,Hindi
7784,377030MB-01,5,Won't Be Long - The Best of Tracy Nelson & Mother Earth,3.554,Tracy Nelson,,,English
7785,4817247MB-01,6,Hymn 48 (Jesus Is King) - Cherokee Sunday Morning,1.217,Cherokee National Youth Choir,,'05,English
7786,38312514MB-01,6,Perdimos algo - Canciones inéditas,,Cecilia,,'92,Spanish
7787,56902011MB-01,4,"Slow, Loud and Bangin' (S.L.A.B.ed) - Slow, Loud and Bangin', Volume 4",5.617,"Trae, Jay'Ton, Lil' B, Lil Boss, Billy Cook, Big Bee, Billy, Kepoe & Lil' T",,'04,English
7788,3483495MB-01,8,Closing - Urban Mantra,3.75,Wah!,,'02,English
7789,21514MB-01,1,Astronomy Domine - The Piper at the Gates of Dawn,4.202,Pink Floyd,,'87,English
7790,56031113MB-01,11,Je me rappelle d’une époque - Suicide commercial,5.583,Vrai Ben feat. Yahlane,,'09,French
7791,20698611MB-01,6,Count Every Star - Jazz Chillout,6.283,Grant Green,,'02,English
7792,52597021MB-01,5,When the Summer Is Gone - I Can Jive - Det Bästa Med Jerry Williams,4.25,Jerry Williams,,'07,Eglish
7793,1663521MB-01,4,Rockin' Back Inside My Heart - Floating Into the Night,5.818,Julee Cruise,,,English
7794,39674319MB-01,16,"Arabella, Op. 79: Act II. ""Sie sehn nicht aus wie jemand"" - Arabella (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Lisa della Casa)",1.367,Richard Strauss,,'98,English
7795,2379520MB-01,4,What Is This Thing Called Love? - Cutting Edge 1 & 2,5.012,Delirious?,,'94,English
7796,58769414MB-01,3,I_Always_Was_Your_Girl_-_Idlewild,3.984,Everything but the Girl,,'12,English
7797,506816MB-01,10,Unde rthe Sun - Modern,3.516,Buzzcocks,,'99,English
7798,16732521MB-01,8,The Way We Get By - The O.C. - The Best of Season 1,,Spoon,,,English
7799,5281320MB-01,5,Laß mich allein allein - Frisch gepresst & Live,5.019,Jazzkantine,,'96,German
7800,61763822MB-01,11,Ludwika: Prélude Opus 28 No.23 - The Four Elements: Water Sensuality,2.183,Hans Visser,,,
7801,6896300MB-01,4,Wicked Horse - Mercy Lnd,3.533,Sea Lion,,'11,English
7802,45097720MB-01,13,If There Is No Tomorrow (remixed by CygnosiC) - The Grey Line,5.67,Wynardtage,,'08,English
7803,69413415MB-01,12,Monkey Mike - Game Plan,1.517,Dubee & Mike D,,'01,English
7804,2014719MB-01,4,Ghosttow - The Hearing and the Sense of Balance,4.05,Fury in the Slaughterhouse,,'95,English
7805,60806713MB-01,6,On the Stairs - The Killer Elite,2.35,Jerry Fielding,,,English
7806,5954041MB-01,16,Quest - T Dredz+,2.025,Dredz T,,'12,
7807,668188MB-01,4,Vergeet Het Maar - De Kreuners,4.343,De Kreuners,,,
7808,8701521MB-01,20,kanashimi wo koete - D.N.Angel Original Soundtrack I,2.221,江口貴勅,,'03,Japanese
7809,23266420MB-01,10,Sigonella - Ho sognato una strada,3.62,Ivano  Fossati,,'06,Italian
7810,31466115MB-01,7,If - Tesla,3.987,Silver Rocket,,'08,English
7811,3863716MB-01,15,Duel in the Sun - The Alamo: The Essential Film Music Collection,12.883,Dimitri Tiomkin,,'04,English
7812,3074222MB-01,2,"A Vava Inouva 2 - Deux rives, un rêve",4.41,Idir,,'02,
7813,56983922MB-01,9,(Watch Out for) The Normal People - A Tonic for the Troops,,English,,'78,English
7814,2412668MB-01,15,Du finns hos mig - Kollektion,3.617,Ratata,,'06,Swedish
7815,18383MB-01,3,September in the Rain - The Ralph Sharon Trio Plays the Harry Warren Songbook,2.833,Ralph Sharon Trio,,,English
7816,2831529MB-01,2,I Can't Get Started - Autumn in New York: Vernon Duke's Broadway,3.58,lea Blackhurst,,'05,English
7817,21261721MB-01,7,"It's All Too Much (mono) - vEery Little Thing, Volume 2",8.27,Beatles,,,English
7818,43674017MB-01,1,Jewel Thief - Jewel Thief / Flyer Manz,,Sukh Knight,,'10,English
7819,6725573MB-01,14,"Antares - Time Changes, Times Change",4.132,Jim Norman/Grafite,,,English
7820,6759771MB-01,11,Voit pois jo mennä... - Lauluja,2.181,Marita Antsola,,'13,Finnish
7821,40875322MB-01,6,Sing Along - Home This Year,4.692,Virginia Coalition,,'08,English
7822,15312310MB-01,1,Fui un extraño - Alianza,,Alianza,,'97,Spanish
7823,4865992MB-01,2,Tô Com Saudade - Uma História Assim (Ao Vivo),3.917,Rodriguinho,,'09,Portuguese
7824,55671315MB-01,17,Perdóname - Motivando a la yal,2.817,Zion y Lennox,,'04,'04
7825,5060543MB-01,5,Let's Do It (Let's Fall in Love) - Midnight in Paris: Music From the Motion Picture,2.965,Conal Fowkes,,'11,[Multiple languages]
7826,6512603MB-01,56,FUU... (GAME OVER) - MEGA DRIVE LAST ACTION HEROES,0.167,幡谷尚史,,'10,English
7827,15869311MB-01,9,Geltendes Recht - Projekt Aaskereia,6.97,Projekt Aaskereia,,,German
7828,20467114MB-01,8,"(feat. (feat. DJ OASIS, 童子-T) - 理由",,K Dub Shine,,'04,Japanese
7829,2280643MB-01,10,"Requiem in D minor, K. 626 (Levin completion): IVa. Offertorium: ""Domine Jesu"" - Requiem & Kyrie D-Moll (Gächinger Kantorei Stuttgart, Bach-Collegium Stuttgart feat. conductor: Helmuth Rilling)",3.568,Wolfgang Amadeus Mozart,,'00,English
7830,801987MB-01,10,Paolo Fresu / Tutto E Il Contrario Di Tutto - Mélos,3.959,Paolo Fresu Quintet,,,
7831,52061412MB-01,1,Il Dorment - frannce,5.65,Altar K,,'07,jFrench
7832,6787244MB-01,A3,The Rose and the Cross - Moog Indigo,2.65,Jean-Jcques Perrey,,'70,English
7833,3770429MB-01,5,'s Wonderful - Great Ladies and Gents of Jazz,2.531,Sarah Vaughan,,'99,English
7834,4435062MB-01,7,So in Love With You - Share Your Love,4.233,Kenny Rogers,,'81,English
7835,4963359MB-01,66,Brass Flutter Wop - Production Tools 1,0.133,Lisle Moore,,,English
7836,67558713MB-01,12,Angels Guard Thee - The Essential Dyke,5.17,Black Dyke Band,,'94,English
7837,57882222MB-01,2,Almost Like Being in Love - The Chronological Classics: Charlie Parker 1952-1954,2.633,Charlie Parker,,,English
7838,45980414MB-01,18,"Life, Luv, and Pain - Stray Bullets",,Sick Jacken feat. Young Sicc,,'09,English
7839,32675122MB-01,12,"Four Songs, Op. 13 No. 3 ""Sure on This Shining Night"" - Dover Beach (Endellion String Quartet feat. baritone: Thomas Allen, piano: Roger Vignoles)",n.a.,Samuuel Barber,,'94,English
7840,32534620MB-01,13,Sunflower - His Greatest Hits,2.862,Glen Campbell,,,English
7841,64185312MB-01,1,Peter en de Wolf,28.293,Сергей Сергеевич Прокофьев,Peter en de Wolf,'04,Dutch
7842,38203410MB-01,4,Shotput - Psycho-Acoustic,0.817,Elliott Sharp & Zeena Parkins,,'94,English
7843,4025241MB-01,8,Tourist Trail - Sports / Rock / Action,3.767,Kevin Jarvis,,,English
7844,25726214MB-01,19,Bust the World - Headquarter Blues,4.867,Bill Black,,,English
7845,3458562MB-01,10,Time for Pepper - The Impossibility of Silence,1.633,Black Sun Productions,,'06,English
7846,61777914MB-01,4,Desafinado - The Muse Of Bossa Nova,2.85,Nara Leão,,,Portuguese
7847,4998475MB-01,10,"The Snow Maiden, Op. 12: No. 10. Melodrama - BBC Music, Volume 13, Number 4: Russian Christmas",4.639,Пётр Ильич Чайковский,,'04,English
7848,30832921MB-01,5,"Willie and Ray mambo - The Complete 78s, Volume 1: 1949-1955",3.154,Tito Puente,,'08,Spanish
7849,58251412MB-01,,Turn This Club Around (feat. U-Jean) - Dream Dance 61,3.35,R.I.O.,,'11,English
7850,2229043MB-01,11,Diamonds in the Mine - Greatest Hits,4.0,Leonard Cohen,,'81,English
7851,68449610MB-01,18,How Dov You Sleep - Totally Stoned,4.933,Stone Rosses,,'98,English
7852,46830514MB-01,14,She Is Love (previously unissued) - No Matter What You Say: The Best of Butch Engle & The Styx,1.842,Butch Engle & The Styx,,'00,English
7853,5939216MB-01,7,Bom aBbom - Gör sin grej på Emmaboda,,Rocky Dennis,,,[Multiple languages]
7854,4414711MB-01,7,"Symphonie No. 6 en fa majeur, Op. 68 ""Pastorale"": V. Allegretto: Chant des bergers. Sentiments joyeux et reconnaissants après l'orage - Ses 100 chefs-d'œuvre",6.782,Ludwig van Beethoven,,'07,French
7855,4537120MB-01,8,Stormy ight - FlashFback Through History,,Trinity House,,'77,English
7856,3810416MB-01,21,Brand New Day 2 - Feelgood,1.0,Martin Price & Andy Whitmore,,,English
7857,5596780MB-01,21,The Pressure - Retro Arena Top 100,2.117,eject,,'09,English
7858,2834100MB-01,5,オンリー・マン - サクラ大戦 帝劇歌謡全集,5.715,タチバナ・マリア,,,Japanese
7859,50012819MB-01,7,Saints & Sinners - Speed of Darkness,3.524,Flogging Molly,,'11,English
7860,5574976MB-01,A3,Ecce homo - Templum sub terra,,Urna,,'98,Latin
7861,6430514MB-01,4,"II Want to Break Free - The 12"" Collection",7.322,Queen,,'92,English
7862,39432117MB-01,13,Gotham City Municipal Swing Band - Batman Theme and 19 Hefti Bat Songs,2.65,Neal Hefti,,'07,English
7863,3666846MB-01,5,Private Sorrow - Singles A's & B's,3.867,Pretty Things,,'02,English
7864,14687018MB-01,7,Cornflake Girl - Triple J: Hottoest Box,5.1,Tori Amos,,'03,English
7865,50237021MB-01,8,"Livery Stable Blues - Jazz Greats, Volume 47: Muggsy Spanier: That Da Da Strain",3.055,Muggsy Spanier and His Ragtime Band,,'98,English
7866,19081212MB-01,8,Piano Quintet in C minor: I. Andante (Prazák Quartet feat. piano: Jaromír Klepác) - String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazák Quartet feat. piano: Jaromír Klepác),5.196,Александр Порфирьевич Бородин,,'99,English
7867,34642817MB-01,5,"Concert for Harp & Flute, Andantino - Lily Laskine Joue",9.736,Wolfgang Amadeus Mozart,,,Italian
7868,717790MB-01,3,Rockambolesque - Le Gros Cru 2,2.453,Rock et Belles Oreilles,,'94,French
7869,42826616MB-01,10,Tango Man - Dark Mercy,2. 967,Red Earth & Rust,,'10,English
7870,3086710MB-01,1,Prelude to Dastgah-e Mahur - Journey to Persia,4.144,Dastan Trio,,,[Multiple languages]
7871,66848610MB-01,18,Bad Man Ova Yah Suh (explicit) - Center Forward Riddim,,3 Star,,'13,Jamaican Creole English
7872,1108450MB-01,11,Personent Hodie (Sing Aloud on This Day) - Warner Bros. Jazz Christmas Party,4.806,Bob James,,'97,english
7873,1344271MB-01,6,Приходи - Зн@менатель,4.055,Сплин,,'00,Russian
7874,60858610MB-01,3,L'apprendista stregone - Da quando a ora,4.05,Giorgio Faletti,,'13,Italian
7875,14938013MB-01,1,"Inside the Dream Syndicate, Volume I: Day of Niagara (1965)",30.9,"John Cale, Tony Conrad, Angus MacLise, La Monte Young and Marian Zazeela","Inside the Dream Syndicate, Volume I: Day of Niagara (1965)",'00,English
7876,69745119MB-01,9,Hysteria - Live at Rome Olympic Stadium,5.35,Muse,,'13,English
7877,54991221MB-01,A2,A Wing and a Prayer - Children,3.687,Mission,,'88,English
7878,2186713MB-01,11,Acısı Çıkıyor - Aşk Kadın Ruhundan Anlamıyor,3.674,Hande Yener,,'04,Turkish
7879,5600157MB-01,2,Freak - Privilege Ibiza: World's Biggest Club,4.16,Deepa Ones,,'03,English
7880,10105911MB-01,2,"L'Ivresse des profondeurs - Fahrenheit Project, Part One",6.438,Jaïa,,'01,English
7881,19684216MB-01,15,Rock Me Mama - All the Classic its 1938-1952,2.962,Big Joe Turner,,'03,English
7882,23183122MB-01,3,Holy Shackles - Terrorizer: Fear Candy 36,3.028,Animosity,,'06,English
7883,67787517MB-01,7,"Down in the Alley - Those Dirty Blues, Volume 1",3.017,Memphis Minnie,,'09,English
7884,64366010MB-01,4,Die Schildkröten - Kribbel-Krabbel,2.653,Joe Tabu,,'06,German
7885,1174215MB-01,20,"Nachtigall, ich hör dich singen - Deutsche Volkslieder und Tänze",1.681,Fritz Stolle,,,
7886,62078318MB-01,12,Raubkatzen außer Rand und Band - Liliane Susewind: Tiger küssen keine Löwen,6.406,Tanya Stewner,,'08,German
7887,29029722MB-01,1,Voodoo Rhythm - From Zorch With Lov,2.483,Meteors,,'99,English
7888,11833417MB-01,20,Emblem G - G of the Planets - Original Soundtrack,3.188,Hoyt S. Curtin,,,
7889,5461676MB-01,3,"Ringing of the Bell Tower - Are You a Dreamer? + ""Your Friend""",4.912,Denison Witmer,,,English
7890,2210313MB-01,8,Water Runs Dry - Legacy: The Greatest Hits Collection,3.35,Boyz II Men,,'02,Eqnglish
7891,22026414MB-01,2,Enigmatic - Growlanser Generations,2.797,Hiroshi Fujioka,,'01,English
7892,745282MB-01,8,Cosmic Retribution - 21:51,,VSS,,,
7893,38603818MB-01,15,"Six Days (airplay edit) - Just the Best, Volume 2",3.75,Intermission,,'94,Engl ish
7894,5339114MB-01,20,Def. Con. One - Box,3.717,Pop Will Eat Itself,,'11,English
7895,68886722MB-01,1,With a Little Help From My Friends - 40 Jahre Beat-Club,5.05,Joe Cocker,,'05,English
7896,28131020MB-01,3,After All - Ace,5.933,Ian Van Dahl,,'02,English
7897,43872819MB-01,7,Another Won - March of the Tyrant,6.133,Majesty,,,English
7898,47454311MB-01,9,Early Days - The Storyteller,5.617,George Kontrafouris Trio,,'07,
7899,42784MB-01,10,Sun Funk - Is This Real,5.85,Sunship,,'98,English
7900,5301337MB-01,8,Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga - Goldbergvariaties,1.233,Johann Sebastian Bach,,'10,Italian
7901,71630221MB-01,6,"I Loves You, Porgy - Porgy and Bess",6.134,Médéric Collignon,,,English
7902,62489618MB-01,4,Still a Rat - Ill Gotten Gains,2.701,Tanner,,'95,English
7903,18272915MB-01,3,Rolling Stone - Living In My Suitcase,6.173,Sarasota Slim,,,English
7904,5954377MB-01,6,"Pettybone - Rock Sound: 100% Volume, #155",3.023,Pettybone,,'11,English
7905,2837914MB-01,7,Duggie Dohl - Twelve Inch Confrontation Mix,4.805,Black Star Liner,,,
7906,55923620MB-01,16,Automanual - Ministry of Sound: Summer Annual 2005,5.467,Marco V,,'05,English
7907,35444418MB-01,4,Flesh Is the Fever (original mix) - Flesh Is the Fever: The Remixes,5.867,Horrorist,,'98,English
7908,26381014MB-01,2,Sambula - Light,3.957,Ethel,,'06,English
7909,30810111MB-01,21,FLY ME TO THE MOON (Instrumental) - NEON GENESIS EVANGELION,null,鷺巣詩郎,,'95,
7910,21542719MB-01,11,Around the World - Call of the Wild,4.758,Phantoms of FuturFe,,'95,English
7911,3122530MB-01,2,Sequence II - Sequenced,,Heckmann Verbos,,'00,English
7912,34495719MB-01,6,"Try Not to Break Anything - Star Trek: Intrepid - Transitions and Lamentations, Original Soundtrack",1.483,Bodo Hartwig,,'09,English
7913,2022623MB-01,2,"Requiem, Op. 5: X. Agnus Dei - Berlioz: Requiem / Boito: Prologue to Mefistofele / Verdi: Te Deum (Atlanta Symphony Orchestra & Chorus feat. conductor: Robert Shaw, tenor: John Aler, bass: John Cheek)",12.479,Hector Berlioz,,'85,English
7914,5821247MB-01,9,On Our Way Blues - Jazz  Blues (collection),2.885,T‐Bone Walker,,'95,English
7915,53654312MB-01,13,19841031,8.667,U2,,,English
7916,29353318MB-01,27,The Sissy - Heil Head!,,Head,,'07,English
7917,46810516MB-01,7,Looking More Deeper Inside - First Impressions of Love,3.367,JeremieB eul,,'10,English
7918,727357MB-01,11,Growin' Up - The History of a Hoodlum,5.002,T-Bone,,,English
7919,820969MB-01,13,The Chase - Hang 'Em High /Guns for San Sebastian,1.938,Ennio Morricone,,'91,English
7920,2881528MB-01,9,No Matter What Goes Right - 1995 Kerrville Highlights,4.547,Trout Fishing in America,,'95,English
7921,13365318MB-01,10,Catnap (...Speaking of People With Mental Disorders in the Electronic Music Industry) - Lesser / kid606,5.275,kid606,,'98,Engllish
7922,63775915MB-01,10,Remember Me - T.I.P. Drill,3.45,T.I. feat. Mary J. Blige,,,English
7923,461518MB-01,5,Porn - Alchemy,3.678,Leah Andreone,,'98,English
7924,2130575MB-01,8,Latva bee - Kuningas,2.692,Clifters,,'87,Finnish
7925,23 05089MB-01,28,Traumliedchen - L.Jobst - Der Lyrikwürfel 42,1.941,Lutz Görner,,,German
7926,20511911MB-01,4,The CN Tower Belongs to the Dead (Many Ives version) - Many Lives → 49 MP,5.467,Final Fantasy,,'06,English
7927,22108416MB-01,15,Soul Limbo - Solid Gold Soul 1967-1968,2.386,Booker T. & The MG’s,,'99,English
7928,16094113MB-01,8,Interview 4 - 2005-08-30: KEXP Live,,Death Cab for Cutie,,,English
7929,4209594MB-01,10,I Should Have Caught My Heart Before It Fell - Completely Live,2.687,Larry Dean,,'97,English
7930,3210057MB-01,12,Laptop - La Pltaa,4.95,Jota Quest,,'08,Portuguese
7931,2008131MB-01,2,La vie c'est comme une dent - Album Nº2,1.467,Serge Reggiani,,'87,French
7932,13392616MB-01,1,Dil Ka Rishta,5.064,Nadeem-Shravan,Dil Ka Rishta,,Hindi
7933,13498513MB-01,1,As Time Goes By (Casablanca) - Conniff no Cinema & Tempos Modernos,2.963,Ray Conniff,,,
7934,46743414MB-01,10,"River of Love - My Secret Studio, Volume 1",3.617,Bill Nelson,,'92,English
7935,26638722MB-01,16,Let's Get Together - すばらしきこのせかい Original Soundtrack,0.267,石元丈晴,,'07,Japanese
7936,5980314MB-01,7,Swing Street - Every Turn of the World,4.305,Christopher Cross,,,English
7937,46224119MB-01,10,Jabberwock - Mâcheur de mots,4.878,Steve Waring,,'10,French
7938,4522144MB-01,18,"Starting Line 2 - Rock, Classic Rock",2.183,Benjamin Marks & Christopher Ashmore,,'08,English
7939,1059213MB-01,6,Rêveries (edit) - Sacrebleu,3.68,Dimitri From Paris,,'99,French
7940,2208956MB-01,12,Correct Spellings: Minor Sevenths - The Relative Pitch Ear Training SuperCourse - Level 3 - Lesson 18,3.55,David Lucas Burge,,,English
7941,7932312MB-01,11,"Right on Target - Gay Classics, Volume 1: Ridin' the Rainbow",6.327,Paul Parker,,'95,English
7942,3229748MB-01,6,Monsetr Man - Live From Russia,3.15,U.D.O.,,'01,Ennglish
7943,2633302MB-01,16,I Got a Feelin' - In One Ear and Gone Tomorrow,4.017,Buckinghams,,'99,English
7944,2744780MB-01,1,True Love That's a Wonder,3.149,Sandy Coast,True Love That's a Wonder,'98,English
7945,1686915MB-01,7,Black Watch Polka/Royal Scots Polka - The Pipes and Drums of Scotland,2.968,Strathclyde Police Pipe Band,,,Egnlish
7946,4491023MB-01,3,Rechoque (Fukkk Offf remix) - Rechoque Redux,5.8,Shameboy,,'09,English
7947,904994MB-01,8,Say When - Yes to Everything,3.355,unknown,,'04,English
7948,2493962MB-01,13,"Joe - Treasure Box: The Complete Sessions, 1991-1999",3.367,Cranberries,,'02,English
7949,19091821MB-01,7,"Holiday 89 - Once Upon a Time in England, Volume 2",1.981,Pendragon,,'99,English
7950,3853793MB-01,11,Shut Up - Jump Start My Head,2.479,Team Tyson,,'08,English
7951,3909675MB-01,43,Prohibition Groove - Investigation Grooves,1.617,Christof Dejean,,,English
7952,4232532MB-01,2,I-don't-know-why---CALLING-ME,3.767,,,'08,Japanese
7953,65630722MB-01,7,The Pad and the Pen - Ruminations,0.832,KRS‐Oe,,,Englsih
7954,44222416MB-01,16,Chowder - Acme + Acme-Plus,3.25,Jon Spencer Blues Explosion,,'10,English
7955,25271017MB-01,1,Watt Bird - Watt Bird / Break of Light,,Moonbootica,,'06,English
7956,45680313MB-01,27,R.I.P. (Millie) - The Essential,4.583,Noiseworks,,,English
7957,5835054MB-01,2,雨帰り - いろ～ぜぶら ふぃな～れBOX,3.933,いえろ～ぜぶら,,'11,
7958,65152717MB-01,6,Anyway - Anyway...,3.483,Family,,'03,English
7959,27316019MB-01,12,Lullabye - lovetheonlyway,3.85,Inneer,,'02,English
7960,57718713MB-01,1,Part I - Papercut Theatre,16.65,Burning Star Core,,'10,English
7961,68762520MB-01,2,Trolls Lurking Beer - Mighty Tavern,3.083,Zrymgöll,,,English
7962,2618915MB-01,6,"Quartet for Strings No. 17 in B-flat major, K. 458 ""Haydn Quartetti"", ""Hunt"": II. Minuetto. Moderato & Trio - Streichquartette Nr. 3 und 4 / Mozartreum-Quartett Salzburg",4.328,Wolfgang Amadeus Mozart,,,English
7963,35982313MB-01,8,Heartbeat - Strange Light and Ornaments,5.983,Picturesque Episodes,,'09,English
7964,13802511MB-01,7,Gold Fish in Bowl Trap - BetchaWannaDanceStoopid!!,13.097,Flower Kings,,'04,English
7965,3964810MB-01,5,"Roma/Tokyo - En concierto, May 1999: Mexico City",6.486,Banco del Mutuo Soccorso,,'00,Itallian
7966,50219816MB-01,13,Senza Una Donna (bonus En Catalan) - Via Dalma II,3.933,Sergio Dalma,,'11,Spanish
7967,5943937MB-01,3,More Power - More Power Remixes,3.933,Anthony B & Dejah,,'07,English
7968,61499019MB-01,10,The Doctrine of the Trinity - History of Christian Theology,,Professor Phillip Cary,,,Englsh
7969,60641915MB-01,8,Merry-Go-Round: Seven Colonnades - Bandits of Stature,null,Harold Budd,,'12,English
7970,6479828MB-01,9,Catch the Future - ごめんなさぃDISK,3.683,STUDIO STUDIO,,'03,Japanese
7971,42315012MB-01,22,Long Night - So Many Roads - An Anthology 1964-1974,,John Mayall & The Bluesbreakers,,'10,English
7972,26681518MB-01,9,Sweet Morning Dew - Vila Nova Mellow Days,3.217,Oliver Shanti & Friends,,,
7973,6443541MB-01,4,Inquietação - 5° comPasso Samba & Choro,3.183,Zezé Gonzaga,,'03,Portuguese
7974,5776384MB-01,null,"Concerto grosso in F major, op.3/7, RV 567: II. Adagio - Karajan Conducts Vivaldi & Bach",1.773,Antonio Vivaldi,,'03,English
7975,11347610MB-01,3,"My Mother Was a Friend of an Enemy of the People - The Best of Blurt, Volume 1: The Fish Needsa  Bike",3.24,Blurt,,'03,English
7976,60375411MB-01,5,Cubic Field - Indiscreet Stereo Test Record,5.267,Scanner,,'95,Engl ish
7977,5431021MB-01,3,"Do You Really Want to Hurt Me - As 100 Mais Da Antena 1, Volume 2",4.483,Culture Club,,'09,English
7978,5787116MB-01,25,"Somebody Dig Me Up - Damn CD, Volume 2",,Steve and DC,,,English
7979,unk.,15,Most People Get Married - Mad Men: A Musical Companion (1960 - 1965),2.083,Patti Page,,,English
7980,16002717MB-01,2,He matado a mi hermana - Una época de grabaciones accidentales,,Corcobado,,'02,Spanish
7981,33556715MB-01,11,You're Fighting Me Now - Sound: Check,3.433,godheadSilo,,'98,English
7982,6312017MB-01,null,String Quartet No. 1 V. Figure E - String Quartets 1 - 3 (Balenescu Quartet),1.756,Michael Nyman,,,
7983,21500010MB-01,18,"No Opportunity Necessary, No Experience Needed - Ultimate Jazz & Blues",4.39,Nina Simone,,'04,English
7984,49221611MB-01,4,Centipede - As the Ominous Sun Hovered Above the Proud Race,3.117,Falsewander,,'10,English
7985,5208856MB-01,1,"Kapitel 01 - Lügen, die von Herzen kommen (feat. narrator Mirja Bös)",3.317,Kerstin Gier,,'08,German
7986,44509619MB-01,9,Jag längtar bort - På din jord,3.213,Dan Viktor,,'00,Swedish
7987,3548947MB-01,5,Kad se svetla ugase - Tango,4.75,Negatvi,,'04,Serb ian
7988,2065084MB-01,5,Ring of Fire - San Quentin & Other Hits,2.66,Johnny Cash,,,English
7989,52954511MB-01,4,Call for the Touareg - Ritual Anthology,12.683,Hybryds,,'09,English
7990,5994116MB-01,1,Moot - Nude Bass Ascending...,6.904,Glen Moore,,'99,English
7991,591897MB-01,4,Earheart's Atlantic - When the Mosquito Stung the Crocodile,1.361,Roots of Orchis,,'98,English
7992,6542327MB-01,12,Love Minus Zero - Land of Thousand Dances,3.067,Walker Brothers,,,English
7993,18403611MB-01,17,Jos en sua saa (live) - Rahat ja pois,2.37,Ne Luumäet,,'99,Finnish
7994,42829314MB-01,7,Mere Ornaments - Singing Ax,4.75,J. Tillman,,'10,English
7995,7157386MB-01,2,Denial - Naked Power,4.5,Bia,,,
7996,23209822MB-01,21,My Baby Just Cares for Me - 1961-1966,2.164,Ann-Margret & Al Hirt,,,English
7997,2929372MB-01,1,Why Did They Sell Killarney?,,Joseph H. Natus,Why Did They Sell Killarney?,'00,English
7998,127634MB-01,6,"Law of the Bungle, Part II - Nightcap: The Unreleased Masters 1937-1991",5.432,Jethro Tull,,'00,English
7999,38927117MB-01,8,How High the Moon - World of jazz - The Jazz Trumpet,2.933,Harry James,,'91,English
8000,68171711MB-01,6,Starchild (1981 remix edit) - Living It Up,3.872,Level 42,,'10,English
8001,12491317MB-01,1,Before the Deluge - Belfast Brigade,5.252,Christy Moore,,,
8002,2180269MB-01,7,Ain't No Tellin' - No Rest for the Wicked,3.633,Truth and Janey,,'76,English
8003,6247636MB-01,5,Bà wáng bié jī: Quàn jūn wáng yǐn jiǔ tīng yú gē - Jīng jù zhī xīng: Diāo Lì zhuān jí,5.499,刁丽,,,Chinese
