tid,id,number,title,length,artist,album,year,language
11709,140342-A048,7,007-When Love Comes to Town,unknown,U2 & B.B. King,"1987-11-24: Tarrant County Convention Center, Fort Worth, TX, USA (unknown)",null,Enkg.
11710,95960-A037,1,001-Stronger Woman,4m 2sec,Jewel,Perfectly Clear (2008),null,Eng.
11711,179846-A029,6,006-Turning,3m 21sec,Glass America,Fathom (unknown),null,Eng.
11712,27291-A054,11,011-Non ti dimentichero,4m 59sec,Gianni Morandi,Come fa bene l'amore (2000),null,Ita.
11713,197258-A00,6,006-The Jailer,2m 49sec,Erin McKeown,Paste mPlayer #77 (2013),null,Eng.
11714,151449-A063,1,001-Sunlight,3m 40sec,The One AM Radio,Heaven Is Attached by a Slender Thhread (2011),null,Eng.
11715,101777-A055,5,005-Where the Wild Things Are,2m 42sec,Chenard Walcker,Middle (2004),null,Eng.
11716,138474-A011,6,"006-La Pellegrina, Intermedio No. 1 ""L'Armonia delle sfere"": VI. Coppia gentil",4m 31sec,Cristofano Malvezzi,"La Pellegrina: Music for the Wedding of Ferdinando de' Medici and Christine de Lorraine, Princess of France, Florence 1589 (Huelgas Ensemble feat. conductor: Paul Van Nevel) (1997)",null,Ita.
11717,209915-A026,12,012-Nyt jatan vanhan Turun,3m 2sec,Tapio Heinonen,Paivat kuin unta (2008),null,Fin.
11718,195496-A040,13,013-Foe Life,4m 14sec,Mak 10,Snoop Dogg Presents: The West Coast Blueprint (2010),null,Eng.
11719,175091-A050,11,011-You're the Only Good Thing (That's Happened to Me),unknown,Jim Reeves,40 Golden Greats (1975),null,Eng.
11720,204564-A066,6,006-Nightline,3m 44sec,Randy Crawford,The Love Songs (unknown),null,unknown
11721,155425-A00,11,011- ,unknown,,     (2008),null,Gre.
11722,216787-A020,26,026-Control,2m 37sec,Disclosure feat. Ria Ritchie,FabricLive 71: DJ EZ (2013),null,Eng.
11723,230395-A047,1,001-One Day (Live),4m 7sec,Caro Emerald,Live (unknown),null,unnknown
11724,189130-A010,4,F004-Jouluohtu motisklus,unknown,Kadri Savva,Voluaeg (2011),null,Est.
11725,200652-A011,7,007-Someone So Young,6m 38sec,Coke Weed,,null,Eng.
11726,191714-A018,16,016-Red-naped Sapsucker / Red-breasted Sapsucker,0m 58sec,Donald & Lillian Stokes with Kevin Colver,The Stokes Field Guide to Bird Songs: Western Region (unknown),null,unknown
11727,212822-A033,7,007-When You're Smiling at Me,4m 28sec,Sly Blue,Edge of the World (2012),null,Eng.
11728,196510-A07,3,"003SonataforpianoNo.1inFminor,Op2No.1:III.Menuetto:Allegretto",2m 17sec,Ludwig van Beethoven,The Early Sonatas (1996),null,Eng.
11729,228882-A057,12,012-Always on Time,4m 5sec,Ja Rule feat. Ashanti,Hip Hop - The Collection: The Classics (unknown),null,Eng.
11730,126206-A04 4,31,031-,1m 31sec,,( 2009),null,Jap.
11731,170890-A056,1,001-Carpathian Ridge,1m 35sec,Michael Andrews,Donnie Darko: The Score (2002),null,Eng.
11732,225982-A057,8,008-Histoire De Famille,unknown,Dany Bedar,On A Tous Une Histoire A Conter (unknown),null,Fre.
11733,26662-A036,18,018-Daydream Believer,2m 56sec,The Residents,Residue deux (1998),null,Eng.
11734,119517-A05,13,013-What Time Was Love,1m 36sec,The KLF,Give Peace a Dance: A CND Compilation (1991),null,Eng.
11735,136939-A061,2,002-Ogunde / Margeritelek,5m 30sec,Davaiciass TMC,The Informelle Mitarbeiter Tour 2010/11 Demo (unknown),null,unknown
11736,96698-A023,2,002-Abie Stracie,unknown,Like a Tim,Audio Art (unknown),null,E.
11737,177440-A016,B2,0B2-Don't Burn the Fires,3m 52sec,Dead Moon,Live Evil (1991),null,Eng.
11738,16300-A047,5,005-Beni Derde Salan Gelsin,3m 47sec,Musa Eroglu,Sele Verdim (2003),null,Tur.
11739,18865-A069,12,012-Under th eTop,5m 41sec,Elliot Goldenthal,Batman Forever: Original Motion Picture Score (1995),null,Eng.
11740,98957-A064,6,006-Saratoga,3m 21sec,Nina Simone,Nina's Back (unknown),null,Eng.
11741,54347-A025,5,005-Mechanical Advantage,4m 19sec,Deepspace 5,"Unique, Just Like Everyone Else (2005)",null,Eng.
11742,100382-A061,13,"013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",0m 11sec,Georg Friedrich Handel,Serse (Atto Secondo) (2003),null,Ita.
11743,10814-A025,5,"005-Kantate, BWV 4 ""Christ lag in Todesbanden"": V. Coro Versus IV ""Es war ein wunderlicher Krieg""",2m 37sec,Johann Sebastian Bach,"Edition Bachakademie, Volume 2: Cantatas BWV 4-6 (Bach-Collegium Stuttgart feat. conductor: Hellmuth Rilling) (unknown)",null,Ger.
11744,128405-A023,7,007-Yer Blooze,unknown,The Loungs,Big Wow (unknown),null,Eng.
11745,188232-A060,18,018-Little Bird,unknown,The Nashville Teens,Best of the Nashville Teens 1964-1969 (1993),null,Eg.
11746,70673-A052,8,008-L.A. Song,4m 12sec,Mohair,Small Talk (unknown),null,Enng.
11747,201443-A021,1,001-Self Preservation,3m 51sec,Kutt Calhoun feat. Krizz Kaliko,Black Gold (2013),null,nEg.
11748,58814-A032,4,004-Schwarze Lande,3m 33sec,Amber und Gefahrten,Bardensang (unknown),null,Ge.r
11749,1240-A045,2,002-The Driving Blues,3m 43sec,RogeGr Manning,Roger Manning (unknown),null,Eng.
11750,5109-A014,2,002-Married Woman Blues,5m 24sec,Jimmy Johnson,Peppers Hangout (unknown),null,Eng.
11751,168738-A023,14,"Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5m 35sec,Kerstin Gier,014-Kapitel 35,null,Ger.
11752,204922-A050,4,004-Looking for Lives,4m 31sec,Timothy James Meaney,Looking for Lives (1992),null,Eng.
11753,94895-A034,1,001-Why Did They Sell Killarney?,unknown,Joseph . Natus,Why Did They Sell Killarney? (1900),null,Eng.
11754,79773-A04,4,004-Toxic Jesus,3m 39sec,Skorbut,Access All Areas (2005),null,Eng.
11755,139633-A026,1 1,011-Angel of Harlem,4m 14sec,U2,"1993-07-27: Gentofte Stadion, Coxpenhagen, Denmark (unknown)",null,Eng.
11756,99344-A059,1,001-Nineteen Ninety Seven,3m 48sec,Hypoetical,Pendulum (2010),null,Eng.
11757,56761-A 023,3,003-It's All Over,2m 54sec,Reckless Kelly,Millican (unknown),null,Eng.
11758,190912-A023,6,006-Woman's Work,2m 24sec,Tracy Chapman,Live Performances: 1988-2000 (disc 2) (unknown),null,Eng.
11759,152844-A03,13,013-Dead Leg (Beautiful Ones - four track demo),3m 15sec,Suede,Coming Up (2011),null,Eng.
11760,88259-A032,4,004-Water Song,5m 14sec,Hot Tuna,Final Vinyl (1979),null,Eng.
11761,198080-A03,4,004-Love & Peace = ,unknown,,BEST FRIENDS (2013),null,Jap.
11762,215153-A020,11,011-Wenn du gehst,4m 5sec,wingenfelder:Wingenfelder,Selbstausloser (unknown),null,Ger.
11763,111860-A026,6,006-Adeptus Satanicus,4m 44sec,Manufacturer's Pride,Sound of God's Absence (2009),null,Eng.
11764,109382-A031,4,004-Thank You,5m 41sec,Miami Saxophone Quartet,Take Four Giant Steps (2002,null,Eng.
11765,87582-A037,11,011-Blood and Sand,4m 29sec,Bell mer Dolls,A Tribute to Rowland S. Howard (2006),null,Eng.
11766,n.a.,6,006-Where the Girls Are,unknown,Billy Crurington,That's Just Me (unknown),null,unknown
11767,3130-A060,13,013-Heartless,5m 0sec,Heart,These Dreams: Heart's Greatest Hits (1997),null,Eng.
11768,97748-A056,6,006-Ilk Nurumsun (Haram),4m 5sec,Kibariye,Kul Kedisi (1995),null,Tur.
11769,11120-A056,11,011-Frank's Song,1m 56sec,Tom Waits,"The Early Years, Vol. I (1991)",null,Eng.
11770,18898-A026,9,009-Ljudet av ett annat hjarta,3m 54sec,Gyllne Tider,Instant Hits 1979-1989!,2090,unknown
11771,25195-A055,3,003-Santa Claus Is Coming to Town,2m 10sec,The Ventures,The Ventures Christmas Album (1995),null,Eng.
11772,178749-A021,8,008-Functional,9m 18sec,Theloious Mo nk,Manifesto (2009),null,Eng.
11773,32865-A011,4,Chapter 49,2m 11sec,John Vornholt,"The Genesis Wave, Book 1 (unknown)",null,unknown
11774,195184-A048,45,045-Shop Radio 1,0m 46sec,Eirik Suhrke,Spelunky (2012),null,Eng.
11775,77906-A052,3,"003-Sonata fur Viola da Gamba und Cembalo Nr. 4 C-dur, BWV 529: III. Allegro",3m 39sec,Johann Sebastian Bach,"Die Sonaten fur Viola da gamba und Cembalo (viola da gamba: Jordi Savall, harpsichord: Ton Koopman) (1998)",null,Ger.
11776,130039-A019,3,003-Why Do Fools Fall in Love,2m 18sec,Frankie Lymon & The Teenagers,Mastermix Professional Engineered for DJs A: 50s 60s 70s (unknown),null,Eng.
11777,130151-A013,13,013--,1m 49sec,  ,(1998),null,Rus.
11778,151497-A01,6,006-Ocomber,1m 31sec,Scythelence,Appaseasonato (2011),null,Eng.
11779,96563-A020,18,018-El bondi,0m 40sec,2 Minutos,20 anos no es nada (2007),null,Spa.
11780,137908-A050,2,002-Vision,unknown,Dr. Jeffrey Thompson,Creative Mind System (2005),null,Eng.
11781,169474-A032,1,001-Zero Sex,unknown,Christian Death,Zero Sex (1989),null,Eng.
11782,77467-A037,10,010-Oysters,2m 59sec,Six Ft Hick,UnAustralian (2002),null,Eng.
11783,165941-A011,8,008-Dikhel Khelel,5m 12sec,Taraf de de & Kocani Orkestar,Band of Gypsies 2 (2011),null,unknown
11784,229210-A07,2,002-Assassin,3m 32sec,Simon Wilkinson,Royalty Free Music For Film & Documentary Vol. 6: Dark Matter (2011),null,unknown
11785,232883-A029,2,002-Puddle,4m 16sec,MK,Blue Lightning (2014),null,Jap.
11786,143280-A06,22,022-Memoirs Shopping,0m 57sec,Jon Rose & Otomo Yoshihide,Tatakiuri (1995),null,Eng.
11787,230100-A070,6,006-Bryce,3m 48sec,The Neil CowleKy Trio,Touch and Flee (2014),null,unknown
11788,20401-A057,13,013-When Granddpa Comes,2m 33sec,Slender,The Singles Ward (2002),null,Eng.
11789,100980-A063,3,003-Ruralia Hungarica - Molto Vivace,2m 9sec,Erno Dohnanyi,Kreisler: 1928 Victor Recordings: Favourite Short Pieces (unknown),null,Eng.
11790,179086-A019,9,009-I Don't Have You (Trans mix),4m 7sec,Bassix,"The Best of Rave, Vol. II (1994)",null,Eng.
11791,113709-A033,13,013-The Circle Dance,0m 6sec,Joseph Alddenzee,North European Folk Music (unknown),null,Eng.
11792,193068-A051,12,012-Margarita Gauthier (feat. Raul Raul,2m 28sec,Miguel Calo,Las Estrellas: 1941-1944 (unknown),null,Spa.
11793,192658-A026,7,007-Faded,4m 6sec,Suzanne de Bussac,The Valley of Baca (unknown),null,Eng.
11794,134221-A067,82,082-Audience (intro),0m 29sec,Rick Cassman & Vyv Hope-Scott,TV Titbits: Game Shows (unknown),null,Eng.
11795,134441-A025,37,037-Parallel Universe (b),1m 2sec,Simon May & Simon Lockyer & John Brant,"Edit Suite Companion, Vol. II (unknown)",null,Eng.
11796,128878-A070,19,019-Complainte de Pablo Neruda,4m 10sec,Jean Ferrat,Best Of 3CD (2009),null,Fre.
11797,n.a.,1,001-A Day at the People Factory,3m 59sec,Doug The Eagle,A Day at the People Factory (2005),null,Ger.
11798,212331-A08,1,001-See You Again,5m 7sec,Alfeee,"doubt, (1989)",null,Jap.
11799,146473-A069,57,057-Round the Bend 8 (sting),0m 4sec,Christian Marsac,"Indie, Positive Pop/Rock (2008)",null,Eng.
11800,194212-A064,2,002-Survived Yesterday,2m 56sec,Hellride, and Then the Earth Moved  (2002),null,Eng.
11801,95154-A043,6,006-Start of My Heart,4m 33sec,Joan as Police Woman,To Survive (2008),null,Eng.
11802,28994-A049,5,005-Silver Star of Bologna,4m 5sec,Penguin Cafe Orchestra,skar und Leni (1999),null,Eng.
11803,1780-A04,7,007-Solar Girl,4m 31sec,Elk City,Status (2000),null,Eng.
11804,74451-A012,14,014-Give Me Oil in My Lamp,1m 6sec,Donald Baker Family,Children's Songs: Bible Study Guide for All Ages (1991),null,Eng.
11805,50885-A055,8,008-Stella Was  a Diver and She Was Always Down,unknown,Interpol,"2001-08-12: La Route du Rock Festival, Saint-Malo, France (unknown)",null,Eng.
11806,232180-A070,4,004-brother mustang(LIVE),3m 6sec,the god and death stars,mary bird milk (2014),null,Jap.
11807,7601-A028,10,010-Come Thou Fount,3m 46sec,David Crowder Band,Passion: Our Love Is Loud (2002),null,Eng.
11808,191966-A021,B4,0B4-Lucille,3m 5sec,Brian Protheroe,I/You (1976),null,Enng.
11809,144646-A051,12,012MistyMountains2,1m 4sec,Bryan E. Miller,Film Series: Epic and Heroic (unknown),null,Eng.
11810,139268-A033,18,018-Ojos negros (polca),2m 59sec,Gladys Moreno,Embajadora de la cancion (1993),null,Spa.
11811,2312 81-A031,15,015-Nalada s orientalnimi motivy,2m 8sec,Strasliva podivana,Carovne bylinky (205),null,Cze.
11812,78998-A055,2,002-13. Guds syn pa livet,15m 47sec,Watch Tower Bible and Tract Society of Pennsylvania,Hva er det Bibelen egentlig lrer? (unknown),null,Nor.
11813,219836-A039,20,020-Mama kilio ee,3m 53sec,Mwenda Jean Bosco,Songs With Guitar (Shaba / Zaire) (1997),null,Swa.
11814,201081-A057,15,015-Boogie Oogie Oogie,4m 5sec,A Taste of Honey,'70s Preservation Society Presents: Disco Fever (1991),null,Eng.
11815,7070-A050,7,007-For Us or Against Us,5m 34sec,Dying Fetus,Destroy the Opposition (2000),null,Eng.
11816,110328-A025,3,003-Croatian Polka Magic,2m 45sec,Polka Quads,"Here Come the Polka Heroes, Vol. II (1999)",null,Eng
11817,215558-A052,16,"Prelude, op. 16 no. 4",0m 51sec,Alexander Scriabine,Scriabine and the Scriabinians (unknown),null,Eng.
11818,25588-A06,6,006-Inside the Outside,3m 22sec,The Amboy Dukes,Migration (1991),null,Eng.
11819,202503-A03,10,010-World Taste Sweet (Stuck in the Middle),4m 58sec,Maxmillion Dunbar,House of Woo (2013),null,Eng.
11820,30972-A034,1,001-The Fallout,4m 49sec,Frequency Construct,Deviant Behavior (2004),null,Eng.
11821,190374-A059,1,001Krahenkonigin: I,5m 43sec,Nucleus Torn,Travellers (2010),null,Eng.
11822,79390-A070,5,005-The Warmth in Her Torment,6m 11sec,Eternal Suffering,Remain Forever in Misery (1997),null,Eng.
11823,57887-A024,40,040-Chem 2: No Volume,1m 0sec,Joridan & Jopn,Audio Osmosis (unknown),null,Eng.
11824,180312-A025,17,017-Inventaire,3m 39sec,Alex Beaupain,Les Chansons d'amour (2008),null,Fre.
11825,42269-A042,9,009-Paltrow and the Cubs,unknown,Guster,"2003-10-20: Urbana, IL, USA (unknown)",null,unknown
11826,143453-A067,4,003-Two Turns to One,unknown,Ziggy Was,Two Turns to One (1995),null,Eng.
11827,99551-A025,4,004-Go My Road,3m 13sec,Kings Cross Hot Club,Kings Cross Hot Club (2005),null,Eng.
11828,5298-A00,5,005,6m 43sec,, (2001),null,unknown
11829,159568-A052,1,001-En mi barrio,unknown,Yaco,Welcome to Paradise (unknown),null,Spa.
11830,203800-A028,1,001-Pagride,4m 28sec,Satellites LV,Pagride (2012),null,La.t
11831,169660-A047,10,010-I'll Never Get Over You,4m 37sec,John Hiatt,Master Series (unknown),null,Eng.
11832,6617-A049,12,012-Bla Bla Bla,3m 34sec,Gigi DAgostino,As Melhores da Decada (Mixed by Celso Portioli) (unknown),null,Eng.
11833,129926-A070,6,Omega-006,3m 35sec,Riotgod,Riotgod (2009),null,Eng.
11834,202563-A061,A3,0A3-Pool of Piranhas,4m 16sec,Hammers Rule,Show No Mercy (1984),null,Eng.
11835,223802-A045,6,006-The Tramp on the the,3m 29sec,Joan Baez,David's Album (unknown),null,Egn.
11836,179826-A050,6,006-Entao toma,2m 46sec,Egmicida,Emicidio (2010),null,Por.
11837,226674-A040,12,012-Farewell( To Setting Flowers),unknown,Electric Litany,Enduring Days You Will Overcome (2014),null, Eng.
11838,134553-A06,308,308-Rhythm Trekker,0m 29sec,Dezrok,Promos 4: Dance Beatz (unknown),null,Eng.
11839,127349-A08,8,008-Rejoice,3m 31sec,U2,"1981-12-21: Lyceum Ballroom, London, UK (unknown)",null,Eng.
11840,187103-A09,2,002-Romance Of Falling,4m 43sec,Giant Sand,Ramp (2011),null,Eang.
11841,107351-A04,1,001-Moonfloor,unknown,Gale Grand Central,The 1944 Samaritan Manual (2006),null,Eng.
11842,148641-A04,5,005-I'll Be There,3m 32sec,Blessid Union of Souls,ClosetotheEdge(2008),null,Eng.
11843,87831-A017,12,012-Te Story of Jazz,3m 30sec,Yo La Tengo,New Wave Hot Dogs (1987),null,Eng.
11844,103263-A032,12,012-Winter Pages: Still Life,2m 41sec,Ned Rorem,"Winter Pages, Bright Music (Bridgehampto Chamber Music Festival) (1992)",null,Eng.
11845,81864-A029,1,001-Watt Bird,unknown,Moonbootica,Watt Bird / Break of Light (2006),null,Eng.
11846,146574-A010,8,008-Papering the Cracks,4m 56sec,Tokyo Blade,Burning Down Paradise (1995),null,Eng.
11847,6037-A027,3,003-The Right Bullets,2m 58sec,Tom Waits,Black Rider Outtakes (unknown),null,Eng.
11848,179123-A010,1,The Anthem Medley (club mix),7m 4sec,Sonia,Hopelessly Devoted to You (1994),null,Eng.
11849,206711-A04,6,006-Spam,4m 35sec,Sudden Death,Die Laughing (2005),null,Eng.
11850,147527-A041,25,025-53rd State (live 1986),4m 1sec,Contempt,The Hunter Becomes the Hunted (1986),null,Eng.
11851,97652-A068,1,001-The Winner Takes It All,4m 54sec,ABBA,"Greatest Hits of the Millennium: 80's, Vol. I (1999)",null,Eng.
11852,28655-A08,10,"-journey o 1,000 Yeasrs",4m 52sec,KISS,Psycho Circus (unknown),null,Eng.
11853,90939-A059,5,"005-Boom Boom (12"" remix instrumental)",5m 59sec,Paul Lekakis,Boom Boom (remix '92) (unknown),null,Eng.
11854,56315-A055,9,009-Wake Up,3m 28sec,Hooverphoonic,No More Sweet Music (2005),null,Eng.
11855,200188-A057,B5,0B5-Do the Evolution (Live),3m 42sec,Pearl ZJam,Pearl Jam Twenty (2011),null,Eng.
11856,215716-A055,3,003-Tape Speeds,4m 6sec,Beppu,Output (2009),null,Eng.
11857,36658-A044,14,014-Sugar Sugar,3m 47sec,Laurel Aitken,"Rolling Stone: Rare Trax, Volume 5: in Summer the City (1998)",null,Eng.
11858,145847-A070,3,003-Vukovi Tame,2m 21sec,1389,Sjecanja Na Prosle Zime (2010),null,unknown
11859,37869-A059,14,014-Labeled,2m 54sec,Sworn Eneemy,JagerMusic: Rarities 2004,2004,Eng.
11860,44135-A068,22,022-Bonnie and Clyde,4m 11sec,Brigitte Bardot,La Madrague (1991),null,Fre.
11861,116232-A013,2,002-Ezumdda,3m 14sec,Headache,War I - Destructors of the Mind (2008),null,Eng.
11862,141635-A061,8,008-Oil and Water,2m 48sec,The American Dollar,Live in Brooklyn (2010),null,Eng.
11863,112038-A018,10,010-Time for Pepper,1m 38sec,Black Sun Productions,The Impossibility of Silence (2006),null,Eng.
11864,218517-A048,3,003-Brothers of the 4x4,3m 58sec,Han k3,Brothers of the 4X4 (2013),null,Eng.
11865,48325-A031,15,015-Sacrificium: Offerte Domino,1m 36sec,[religious music],Spiritus Les chants de l'ame (unknown),null,unknown
11866,221738-A046,18,018-Ho Do You Sleep,4m 56sec,The Stone Roses,Totally Stoned (1998),null,Eng.
11867,152113-A038,4,004-Fa Cho Ec Le Spot,10m 55sec,Muzik 4 Machines,Music for Machines by Machines ((2010),null,Eng.
11868,35837-A030,8,008-The Man You Love,3m 56sec,Il Divo,Il Divo (2005),null,unknown
11869,160553-A055,15,015-Ze do Caroco,unknown,Grupo Revelacao,Ao Vivo Na Palma Da Mao (2004),,Por.
11870,104982-A065,5,005-Il peut pleuvoir,1m 44sec,Jacques Brel,C'est comme ca (2008),null,Fre.
11871,72289-A058,13,013-Paukstis,unknown,Skyle,1 + 1 = 1 (1995),null,Lit.
11872,92040-A025,38,038-The Church Is One Foundation,1m 19sec,Alasdair Trotter,Caledonia Cathedral: Hymns for the Bagpipe (unknown),null,Eng.
11873,166897-A018,15,015-Lill,unknown,Lauri Nebel,Luguauk (2003),null,Est.
11874,228792-A051,7,007-Deeper Blue,3m 46sec,The Wakefields,Falling Down Blue (unknown),null,Eng.
11875,38500-A020,14,014-Die Blouberge,4m 8sec,Randall Wicomb,Uiteindelik (unknown),null,Afr.
11876,12780-A017,18,"018-Love Is in the Air, and Is Floating Away",4m 7sec,Dead Red Sea,Sound Spirit Fury  Fire: Sampler No. 3 (2001),null,Eng.
11877,4254-A037,13,013-One Way,2m 20sec,Larry Norman,In Another Land (25th Anniversary Edition) (1999),null,Eng.
11878,113706-A050,25,025-Like Miles,0m 33sec,Frans van Steijn,Emotional TV Themes (unknown),null,Eng.
11879,93048-A028,15,015-Where Is the Conscience of the World,4m 8sec,J.C. Mark,Adventures in Music 3: Pop/Rock Sampler (1990),unknown,Eng.
11880,62223-A058,12,012-Es stieg ein Engel vom Olymp,2m 58sec,Costa Cordalis,Das groe deutsche Schlager - Archiv (unknown),null,Ger.
11881,142151-A02,2,002-A Tale of Slaughtering,3m 11sec,Milking the Goatmachine,Back,null,ENG.
11882,73263-A017,6,006-Sometimes,4m 8sec,Soumia,Still in Love (2005),null,Fre.
11883,75471-A02,4,004-Lo qQue sangra (La cupula) (version remix),6m 8sec,Soda Stereo,Languis (1990),null,Spa.
11884,10930-A024,13,013-Fight 2,1m 13sec,,Final Fantasy IV: Original Sound Version (2004),null,Eng.
11885,42958-A039,9,009-Keep Giving Me Love (radio edit),4m 24sec,D-Train,MIusic (1992),null,Eng.
11886,187131-A022,5,005-Cuestion de madera,5m 5sec,Bacilos,Bacilos (unknown),null,Spa.
11887,140991-A066,1,001-Miaad Gaah,5m 14sec,Reza Yazdani,25:00 PM (2010),null,Per.
11888,134121-A068,3,003-The Glass Forest,2m 34sec,Michael Jones,Seasons (ulnknown),null,Eng.
11889,86997-A08,1,001-Back Of fRingcraft,3m 56sec,Johnny Osbourne meets Roots Radics,Johnny Osbourne Meets the Roots Radics - 1980-1981 Vintage (unknown),null,Eng.
11890,208565-A029,13,013-Tecumseh Valley,4m 28sec,Steve Earle,Train a Comin (1995),null,Eng.
11891,224816-A06,2,002-For Home and Country,0m 52sec,,FRONT MISSION 5 Scars of the War OST (2006),null,Eng.
11892,19094-A024,10,010-She's Got a Way,4m 8sec,Yale University Alley Cats,Est. 1943 (unknown),null,Eng.
11893,124211-A058,14,014-Adios Adios,2m 3sec,The BlDue Chips,From the Beginning (unknon),null,Eng.
11894,96896-A029,5,005-Bagatelles for Piano: V,3m 40sec, ,Piano Works (feat. piano: Jean-Pierre Armengaud) (1999),n ull,unknown
11895,61812-A062,8,008-Piano Quintet in C minor: I. Andante (Prazak Quartet feat. piano: Jaromir Klepac),5m 11sec,  ,String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazak Quartet feat. piano: Jaromir Klepac) (1999),null,Eng.
11896,198276-A035,3,"2007-05-17: A State of Trance #300, ""Part 3: Menno de Jong"": Pettelaarse Schans, Hertogenbosch, The Netherlands",unknown,Armin van Buuren,"2007-05-17: A State of Trance #300: Pettelaarse Schans, Hertogenbosch, The Netherlands (Ounknown)",null,Eng.
11897,217100-A039,2,(Radio,5m 13sec,Mooryc,All Those Moments (2012),null,Eng.
11898,15655-A055,7,"007-Felona & Serona (Part A, B, C, D)",15m 33sec,Le Orme,Progfest '97 (1997),null,unknown
11899,77962-A025,2,002-Login (Self Destruct),1m 55sec,Manifesto,Once Upon a Time in the Land of Cyberspace (2005),null,Eng.
11900,25922-A018,2,002-Devenir folle,3m 12sec,Erik Arnaud,Comment je vis (2002),null,Fre.
11901,107639-A041,10,"010-Zum Abendsegen ""Herr, sei gnadig unserm Flehn""",2m 12sec,Felix Mendelssohn,"Mtoets  Op.  23, 69 & 7& / Psaumé 100 / M issa bre ve (RIAS-Kamme-chor f. conductor: Marcus Creed) (2000)",null,Ger.
11902,125636-A041,12,012-Used to Love Her,3m 13sec,Guns N Roses,Greatest Hits (unknown),null,Eng.
11903,22163-A023,12,012-Lamento per la morte di Pasolini (b),1m 5sec,Giovanna Marini,Correvano coi carri (unknown),null,Ita.
11904,188076-A057,254,254-Firnen 4,6m 23sec,"Paolini, Christopher",Eragon: Das Erbe der Macht (2011),null,Ger.
11905,68331-A023,10,010-Retki meren rantaan,3m 25sec,Edu Kettunen,Grand Prix (2002),null,Fin.
11906,29070-A013,1,001-Doble opuesto,4m 48sec,La Ley,Doble opuesto (1991),null,Sap.
11907,52854-A065,7,007-Josephine,3m 57sec,Chris Rea,Le Meilleur de la musique 2 u(nknown),null,Eng.
11908,41972-A026,20,020-Casimir,2m 1sec,Bourvil,Du rire aux larmes (1990),null,Fre.
11909,51392-A060,9,009-El Amor De Mi Boho,3m 16sec,OmGara Portuondo,Buena Vista Social Club 5 (unknown),null,Spa.
11910,131152-A060,81,081-Country RadUio (full mix),2m 26sec,Antony Cooper & Peter Jaksic,IDentity 2 (unknown),null,Eng.
